,Parking Position,Car Number Plate,Entry Time,Exit Time,Day
116,D68,LD-19-TA-8948,2020-08-13 12:13:42.346708,2020-08-13 12:55:04.346708,Thu
117,D76,LA-85-XE-4606,2020-08-13 12:13:42.064421,2020-08-13 13:56:51.064421,Thu
118,D79,GJ-55-VQ-8751,2020-08-13 12:13:42.150547,2020-08-13 13:50:16.150547,Thu
119,D81,HP-49-EN-6080,2020-08-13 12:13:42.040068,2020-08-13 12:41:38.040068,Thu
120,D88,MZ-89-GO-3230,2020-08-13 12:13:42.327211,2020-08-13 13:51:29.327211,Thu
121,D97,AS-43-ST-8389,2020-08-13 12:13:42.183422,2020-08-13 13:53:52.183422,Thu
122,D101,DL-18-HT-0056,2020-08-13 12:13:42.239525,2020-08-13 13:19:02.239525,Thu
123,D109,HP-50-KS-4125,2020-08-13 12:13:42.174537,2020-08-13 14:01:22.174537,Thu
124,D111,KL-60-TS-1312,2020-08-13 12:13:42.392649,2020-08-13 13:05:14.392649,Thu
125,D112,KA-31-YE-7943,2020-08-13 12:13:42.066841,2020-08-13 12:28:17.066841,Thu
126,D113,AR-61-XI-9970,2020-08-13 12:13:42.137118,2020-08-13 13:58:24.137118,Thu
127,D114,AP-43-QL-2907,2020-08-13 12:13:42.264486,2020-08-13 12:55:56.264486,Thu
128,D116,TS-90-WH-6757,2020-08-13 12:13:42.194303,2020-08-13 12:17:12.194303,Thu
129,D124,DL-42-ZE-5910,2020-08-13 12:13:42.376024,2020-08-13 12:18:00.376024,Thu
130,D129,SK-88-XC-6880,2020-08-13 12:13:42.196445,2020-08-13 13:29:40.196445,Thu
131,D131,ML-01-LW-6054,2020-08-13 12:13:42.261781,2020-08-13 13:00:16.261781,Thu
132,D133,AN-07-NP-6782,2020-08-13 12:13:42.167953,2020-08-13 12:20:31.167953,Thu
133,D141,AP-46-NR-3424,2020-08-13 12:13:42.358722,2020-08-13 12:40:40.358722,Thu
134,D144,AR-59-YX-9367,2020-08-13 12:13:42.157156,2020-08-13 13:37:58.157156,Thu
135,D149,KA-04-YP-9164,2020-08-13 12:13:42.292928,2020-08-13 13:03:59.292928,Thu
136,D169,UP-91-WD-0603,2020-08-13 12:13:42.315921,2020-08-13 12:24:40.315921,Thu
137,D179,UP-76-JN-5717,2020-08-13 12:13:42.056344,2020-08-13 12:42:24.056344,Thu
138,D184,DD-76-MU-5785,2020-08-13 12:13:42.078228,2020-08-13 14:00:35.078228,Thu
139,D187,LD-21-OO-6496,2020-08-13 12:13:42.024869,2020-08-13 13:24:24.024869,Thu
140,D190,UK-11-OT-6395,2020-08-13 12:13:42.061767,2020-08-13 14:11:58.061767,Thu
141,D191,TN-36-LN-6694,2020-08-13 12:13:42.385771,2020-08-13 14:05:20.385771,Thu
142,D192,ML-23-DO-0342,2020-08-13 12:13:42.304426,2020-08-13 13:15:26.304426,Thu
143,D194,ML-11-FX-5168,2020-08-13 12:13:42.176729,2020-08-13 13:35:21.176729,Thu
144,D198,CH-00-TJ-2781,2020-08-13 12:13:42.230778,2020-08-13 13:52:16.230778,Thu
145,A2,AS-11-AN-5935,2020-08-13 12:13:47.714146,2020-08-13 13:44:27.714146,Thu
146,A12,RJ-58-EG-6973,2020-08-13 12:13:47.686283,2020-08-13 13:08:07.686283,Thu
147,A20,PB-81-XS-9583,2020-08-13 12:13:47.857599,2020-08-13 12:46:12.857599,Thu
148,A22,DD-91-JQ-8445,2020-08-13 13:28:05.242250,2020-08-13 15:03:05.242250,Thu
149,A25,AR-90-YV-3356,2020-08-13 12:13:47.839254,2020-08-13 14:06:49.839254,Thu
150,A35,DL-26-FH-7558,2020-08-13 12:13:47.850827,2020-08-13 13:10:02.850827,Thu
151,A41,CG-36-ZA-5632,2020-08-13 12:13:47.841508,2020-08-13 12:19:45.841508,Thu
152,A53,JK-12-JM-7998,2020-08-13 12:13:47.681757,2020-08-13 13:23:25.681757,Thu
153,A68,OD-40-DQ-8424,2020-08-13 12:13:47.695310,2020-08-13 13:15:47.695310,Thu
154,A71,TR-22-EQ-7798,2020-08-13 12:13:47.804584,2020-08-13 13:02:32.804584,Thu
155,A78,CG-44-JP-6023,2020-08-13 12:13:47.688545,2020-08-13 12:14:18.688545,Thu
156,A97,DD-57-UH-0663,2020-08-13 13:56:47.178879,2020-08-13 14:06:22.178879,Thu
157,A99,PY-69-LJ-0308,2020-08-13 13:24:22.267173,2020-08-13 14:40:14.267173,Thu
158,A108,DL-95-GA-3935,2020-08-13 12:13:47.751399,2020-08-13 13:38:21.751399,Thu
159,A114,SK-12-GP-0816,2020-08-13 12:13:47.767916,2020-08-13 13:41:27.767916,Thu
160,A117,MN-66-WP-7378,2020-08-13 13:30:16.208428,2020-08-13 15:10:44.208428,Thu
161,A125,UK-22-CP-6939,2020-08-13 12:13:47.725722,2020-08-13 13:28:10.725722,Thu
162,A136,AR-47-EM-4441,2020-08-13 12:13:47.897588,2020-08-13 12:14:22.897588,Thu
163,A139,TN-28-TK-8143,2020-08-13 12:13:47.885548,2020-08-13 13:40:42.885548,Thu
164,A145,CG-89-CV-1925,2020-08-13 12:13:47.821146,2020-08-13 13:25:59.821146,Thu
165,A149,DL-95-MC-6425,2020-08-13 12:13:47.782905,2020-08-13 12:27:21.782905,Thu
166,A156,CG-63-QG-1881,2020-08-13 12:13:47.739833,2020-08-13 13:46:28.739833,Thu
167,A165,HR-74-FH-4145,2020-08-13 12:13:47.760945,2020-08-13 14:00:08.760945,Thu
168,A168,ML-93-NJ-3602,2020-08-13 12:13:47.704631,2020-08-13 13:33:58.704631,Thu
169,A174,AN-13-RJ-3178,2020-08-13 12:13:47.742085,2020-08-13 13:10:33.742085,Thu
170,B12,PB-02-EG-2216,2020-08-13 12:13:47.765665,2020-08-13 12:23:51.765665,Thu
171,B18,AP-96-NE-2606,2020-08-13 12:13:47.735318,2020-08-13 12:28:25.735318,Thu
172,B28,UP-63-OS-4640,2020-08-13 12:13:47.827145,2020-08-13 13:19:54.827145,Thu
173,B39,JK-24-MH-6809,2020-08-13 12:13:47.893033,2020-08-13 13:25:20.893033,Thu
174,B50,AN-91-KU-0920,2020-08-13 12:13:47.709589,2020-08-13 13:56:59.709589,Thu
175,B62,AR-78-YZ-9344,2020-08-13 12:13:47.785540,2020-08-13 12:56:10.785540,Thu
176,B73,ML-17-GL-1722,2020-08-13 12:13:47.895321,2020-08-13 13:02:04.895321,Thu
177,B76,KL-28-WP-7342,2020-08-13 12:13:47.732568,2020-08-13 12:18:58.732568,Thu
178,B85,DL-63-DZ-2259,2020-08-13 14:15:15.081051,2020-08-13 14:27:52.081051,Thu
179,B88,CH-71-KK-9323,2020-08-13 12:13:47.718664,2020-08-13 13:52:00.718664,Thu
180,B100,ML-08-OA-2253,2020-08-13 12:13:47.755923,2020-08-13 12:50:13.755923,Thu
181,B106,MN-96-SS-1662,2020-08-13 12:13:47.772607,2020-08-13 12:36:52.772607,Thu
182,B141,HP-50-SJ-3884,2020-08-13 12:13:47.737577,2020-08-13 13:30:06.737577,Thu
183,B143,JH-20-PW-4015,2020-08-13 12:13:47.902353,2020-08-13 12:45:12.902353,Thu
184,B150,AN-45-RL-6479,2020-08-13 12:13:47.787811,2020-08-13 13:18:38.787811,Thu
185,C2,AP-13-GR-5596,2020-08-13 12:13:47.744341,2020-08-13 12:22:25.744341,Thu
186,C3,MZ-79-KQ-6153,2020-08-13 13:46:22.309856,2020-08-13 15:11:53.309856,Thu
187,C5,PB-40-SL-5794,2020-08-13 12:13:47.790075,2020-08-13 12:17:07.790075,Thu
188,C18,OD-56-ZL-5194,2020-08-13 13:00:00.101516,2020-08-13 14:27:22.101516,Thu
189,C38,CG-44-NR-7244,2020-08-13 12:13:47.746605,2020-08-13 12:24:04.746605,Thu
190,C41,HP-41-DQ-2747,2020-08-13 12:13:47.774874,2020-08-13 13:15:27.774874,Thu
191,C42,DD-62-RY-7485,2020-08-13 12:13:47.873971,2020-08-13 14:10:52.873971,Thu
192,C45,KA-48-TJ-5471,2020-08-13 12:13:47.866921,2020-08-13 13:42:06.866921,Thu
193,C49,GA-37-EJ-1733,2020-08-13 12:13:47.869178,2020-08-13 12:29:28.869178,Thu
194,C58,SK-05-UT-4961,2020-08-13 14:08:08.110287,2020-08-13 14:24:53.110287,Thu
195,C64,AR-33-NQ-9607,2020-08-13 12:54:01.366498,2020-08-13 14:46:27.366498,Thu
196,C74,MZ-98-HR-7184,2020-08-13 12:13:47.881033,2020-08-13 12:15:55.881033,Thu
197,C80,KA-17-VE-3380,2020-08-13 12:13:47.699826,2020-08-13 13:25:55.699826,Thu
198,C89,HR-59-GV-8753,2020-08-13 12:13:47.834445,2020-08-13 13:26:34.834445,Thu
199,C92,GA-93-NE-8760,2020-08-13 12:13:47.876240,2020-08-13 13:03:52.876240,Thu
200,C102,JK-78-WM-6388,2020-08-13 12:13:47.723457,2020-08-13 13:06:58.723457,Thu
201,C111,BR-22-CH-1339,2020-08-13 12:13:47.853086,2020-08-13 13:26:09.853086,Thu
202,C120,LD-76-PN-4876,2020-08-13 12:13:47.758671,2020-08-13 12:24:24.758671,Thu
203,C121,ML-02-DR-5117,2020-08-13 13:35:23.259084,2020-08-13 14:00:37.259084,Thu
204,C127,BR-08-MZ-7820,2020-08-13 12:13:47.716408,2020-08-13 12:22:15.716408,Thu
205,C129,ML-86-FK-6987,2020-08-13 12:13:47.899983,2020-08-13 14:05:09.899983,Thu
206,C133,TR-05-UN-3976,2020-08-13 12:13:47.730311,2020-08-13 13:31:05.730311,Thu
207,C146,RJ-03-FL-2783,2020-08-13 12:13:47.818805,2020-08-13 13:23:17.818805,Thu
208,C151,WB-46-EU-5666,2020-08-13 12:13:47.824880,2020-08-13 13:07:41.824880,Thu
209,C165,CG-00-SE-6425,2020-08-13 12:13:47.794945,2020-08-13 12:38:05.794945,Thu
210,C181,LA-10-YN-8805,2020-08-13 12:13:47.888292,2020-08-13 12:25:20.888292,Thu
211,C188,MN-36-NL-4718,2020-08-13 12:13:47.674225,2020-08-13 12:16:19.674225,Thu
212,C189,HR-41-PG-3080,2020-08-13 12:37:01.321789,2020-08-13 14:00:08.321789,Thu
213,D29,TS-64-QF-2685,2020-08-13 12:13:47.697568,2020-08-13 12:39:56.697568,Thu
214,D42,JK-23-AW-6679,2020-08-13 12:13:47.779391,2020-08-13 12:39:50.779391,Thu
215,D58,DL-69-FJ-7145,2020-08-13 12:13:47.883287,2020-08-13 12:18:31.883287,Thu
216,D61,WB-79-XQ-7051,2020-08-13 12:13:47.848569,2020-08-13 14:10:55.848569,Thu
217,D68,JH-38-TW-5572,2020-08-13 13:05:04.346708,2020-08-13 13:54:16.346708,Thu
218,D74,JH-04-YX-1301,2020-08-13 12:13:47.770281,2020-08-13 14:11:02.770281,Thu
219,D96,DD-86-OL-1918,2020-08-13 12:13:47.890540,2020-08-13 13:49:58.890540,Thu
220,D97,LA-55-FU-0112,2020-08-13 14:03:52.183422,2020-08-13 14:04:19.183422,Thu
221,D104,DD-60-JR-3753,2020-08-13 12:13:47.855347,2020-08-13 12:33:03.855347,Thu
222,D110,KA-60-GF-9215,2020-08-13 12:13:47.829891,2020-08-13 12:58:17.829891,Thu
223,D111,PY-93-VV-4978,2020-08-13 13:15:14.392649,2020-08-13 13:42:15.392649,Thu
224,D127,GA-50-VZ-2606,2020-08-13 12:13:47.753660,2020-08-13 12:17:17.753660,Thu
225,D130,CH-80-ZP-3519,2020-08-13 12:13:47.862108,2020-08-13 13:22:42.862108,Thu
226,D135,KL-25-DS-5458,2020-08-13 12:13:47.832146,2020-08-13 14:11:02.832146,Thu
227,D136,AR-11-JM-9104,2020-08-13 12:13:47.693053,2020-08-13 13:38:21.693053,Thu
228,D138,AS-04-QW-5509,2020-08-13 12:13:47.679474,2020-08-13 13:14:43.679474,Thu
229,D139,MP-36-PA-9694,2020-08-13 12:13:47.777136,2020-08-13 13:25:29.777136,Thu
230,D140,MP-43-WZ-4392,2020-08-13 12:13:47.800030,2020-08-13 13:52:29.800030,Thu
231,D145,TR-46-XT-9820,2020-08-13 12:13:47.814275,2020-08-13 12:41:30.814275,Thu
232,D147,TN-44-FD-2909,2020-08-13 12:13:47.684016,2020-08-13 13:15:03.684016,Thu
233,D153,AR-91-VS-0853,2020-08-13 12:13:47.763408,2020-08-13 14:05:45.763408,Thu
234,D162,AP-93-IZ-3274,2020-08-13 12:13:47.711893,2020-08-13 14:12:19.711893,Thu
235,D166,RJ-67-XC-8135,2020-08-13 12:13:47.806917,2020-08-13 12:18:53.806917,Thu
236,D167,TN-87-DR-5149,2020-08-13 12:13:47.846307,2020-08-13 12:49:47.846307,Thu
237,D172,AR-57-FQ-4195,2020-08-13 12:13:47.816547,2020-08-13 13:51:04.816547,Thu
238,D173,AP-37-ZI-0166,2020-08-13 12:13:47.802311,2020-08-13 12:17:15.802311,Thu
239,D183,DD-99-JU-8170,2020-08-13 12:13:47.859852,2020-08-13 12:35:26.859852,Thu
240,D186,PY-40-FR-8034,2020-08-13 12:13:47.727984,2020-08-13 13:13:58.727984,Thu
241,D199,AS-45-JB-5179,2020-08-13 12:13:47.690799,2020-08-13 13:07:15.690799,Thu
242,A30,MN-84-FD-5885,2020-08-14 12:14:32.632953,2020-08-14 14:02:07.632953,Fri
243,A62,TS-84-YH-9481,2020-08-14 12:14:32.626097,2020-08-14 12:27:23.626097,Fri
244,A80,AS-57-GV-9989,2020-08-14 12:14:32.639789,2020-08-14 13:50:44.639789,Fri
245,A88,AS-42-RB-7408,2020-08-14 12:14:32.582522,2020-08-14 12:17:27.582522,Fri
246,A93,MH-28-JE-3813,2020-08-14 12:14:32.549772,2020-08-14 13:40:58.549772,Fri
247,A116,JK-05-JS-2892,2020-08-14 12:14:32.575550,2020-08-14 12:20:14.575550,Fri
248,A119,MZ-86-JU-7419,2020-08-14 12:14:32.568405,2020-08-14 14:05:34.568405,Fri
249,A127,DD-12-VD-8024,2020-08-14 12:14:32.621547,2020-08-14 12:20:27.621547,Fri
250,A136,PB-96-YV-5276,2020-08-14 12:14:32.589430,2020-08-14 13:46:39.589430,Fri
251,B10,MH-72-IU-0914,2020-08-14 12:14:32.609884,2020-08-14 13:06:04.609884,Fri
252,B41,RJ-73-LZ-1795,2020-08-14 12:14:32.605342,2020-08-14 12:48:49.605342,Fri
253,B43,ML-66-ND-5968,2020-08-14 12:14:32.561560,2020-08-14 13:36:04.561560,Fri
254,B54,MH-98-IP-4968,2020-08-14 12:14:32.566140,2020-08-14 12:17:59.566140,Fri
255,B56,LA-56-HF-2668,2020-08-14 12:14:32.563872,2020-08-14 12:39:20.563872,Fri
256,B57,TR-14-QI-0690,2020-08-14 12:14:32.662664,2020-08-14 13:54:16.662664,Fri
257,B65,GA-96-KB-4379,2020-08-14 12:14:32.644336,2020-08-14 12:47:30.644336,Fri
258,B66,AS-68-QQ-0243,2020-08-14 12:14:32.612388,2020-08-14 13:53:12.612388,Fri
259,B68,KA-50-YS-6178,2020-08-14 12:14:32.552175,2020-08-14 13:07:17.552175,Fri
260,B74,GJ-60-GH-8054,2020-08-14 12:14:32.646656,2020-08-14 12:29:41.646656,Fri
261,B114,DL-62-TL-3761,2020-08-14 12:14:32.587155,2020-08-14 14:00:16.587155,Fri
262,B115,BR-51-WN-7371,2020-08-14 12:14:32.603070,2020-08-14 12:38:07.603070,Fri
263,B116,TN-44-SW-4410,2020-08-14 12:14:32.642059,2020-08-14 13:10:37.642059,Fri
264,B128,ML-81-DB-0538,2020-08-14 12:14:32.584869,2020-08-14 13:29:57.584869,Fri
265,B151,DL-92-LA-8948,2020-08-14 12:14:32.664941,2020-08-14 12:43:52.664941,Fri
