,Parking Position,Car Number Plate,Entry Time,Exit Time,Day
84,C15,MZ-33-WF-8130,2020-08-06 12:10:57.439043,2020-08-06 12:13:45.439043,Thu
85,C18,OD-94-MZ-7371,2020-08-06 12:10:57.299198,2020-08-06 13:25:48.299198,Thu
86,C22,MZ-52-VR-0093,2020-08-06 12:10:57.405691,2020-08-06 12:16:34.405691,Thu
87,C23,DL-73-MI-9525,2020-08-06 12:10:57.430100,2020-08-06 14:05:28.430100,Thu
88,C27,KA-37-NL-7874,2020-08-06 12:10:57.539517,2020-08-06 12:12:12.539517,Thu
89,C29,LA-26-NR-8856,2020-08-06 12:10:57.354875,2020-08-06 12:19:23.354875,Thu
90,C30,AS-14-GO-0109,2020-08-06 12:10:57.534136,2020-08-06 12:27:24.534136,Thu
91,C33,AP-10-AB-5688,2020-08-06 12:10:57.400748,2020-08-06 12:21:03.400748,Thu
92,C36,PB-34-KL-0503,2020-08-06 12:10:57.528423,2020-08-06 13:08:23.528423,Thu
93,C38,UK-05-BE-6383,2020-08-06 12:10:57.340487,2020-08-06 13:28:52.340487,Thu
94,C42,HP-86-JE-3782,2020-08-06 12:10:57.436571,2020-08-06 14:09:09.436571,Thu
95,C53,MP-83-GS-1467,2020-08-06 12:10:57.191705,2020-08-06 12:38:11.191705,Thu
96,C54,GA-38-YI-1406,2020-08-06 12:10:57.471279,2020-08-06 12:26:26.471279,Thu
97,C60,DD-97-WL-6750,2020-08-06 12:10:57.210200,2020-08-06 12:30:12.210200,Thu
98,C62,PY-12-NP-4951,2020-08-06 12:10:57.184712,2020-08-06 13:20:55.184712,Thu
99,C72,MZ-93-WQ-2009,2020-08-06 12:10:57.268500,2020-08-06 12:16:32.268500,Thu
100,C73,MP-21-ON-3713,2020-08-06 12:10:57.359167,2020-08-06 13:54:10.359167,Thu
101,C92,TS-99-YD-8179,2020-08-06 12:10:57.389963,2020-08-06 12:17:58.389963,Thu
102,C93,MH-75-KH-4354,2020-08-06 12:10:57.297066,2020-08-06 12:17:36.297066,Thu
103,C97,PY-60-UM-9576,2020-08-06 12:10:57.240067,2020-08-06 13:17:07.240067,Thu
104,C100,TR-62-VM-7985,2020-08-06 12:10:57.178638,2020-08-06 13:12:57.178638,Thu
105,C106,CG-11-HC-4664,2020-08-06 12:10:57.221647,2020-08-06 13:37:16.221647,Thu
106,C107,LA-21-CM-4028,2020-08-06 12:10:57.398611,2020-08-06 12:53:45.398611,Thu
107,C108,SK-12-IY-3171,2020-08-06 12:10:57.261480,2020-08-06 12:38:39.261480,Thu
108,C109,UP-61-AA-3328,2020-08-06 12:10:57.423688,2020-08-06 12:58:54.423688,Thu
109,C114,PB-08-JB-9839,2020-08-06 12:10:57.380885,2020-08-06 12:44:33.380885,Thu
110,C115,PY-51-CC-6942,2020-08-06 12:10:57.288312,2020-08-06 12:45:54.288312,Thu
111,C117,OD-06-FC-6099,2020-08-06 12:10:57.481435,2020-08-06 12:56:57.481435,Thu
112,C126,TR-00-FK-7378,2020-08-06 12:10:57.407858,2020-08-06 14:01:53.407858,Thu
113,C132,LA-59-IE-2961,2020-08-06 12:10:57.326957,2020-08-06 14:07:00.326957,Thu
114,C135,CG-88-VK-6692,2020-08-06 12:10:57.474010,2020-08-06 13:48:15.474010,Thu
115,C137,AP-03-WM-8491,2020-08-06 12:10:57.455418,2020-08-06 13:53:14.455418,Thu
116,C143,KA-39-WE-4863,2020-08-06 12:10:57.490692,2020-08-06 13:45:52.490692,Thu
117,C145,BR-34-WI-2846,2020-08-06 12:10:57.421481,2020-08-06 13:28:04.421481,Thu
118,C160,PY-91-VF-5549,2020-08-06 12:10:57.270665,2020-08-06 13:00:00.270665,Thu
119,C166,MP-11-DR-0133,2020-08-06 12:10:57.235513,2020-08-06 13:30:27.235513,Thu
120,C168,MZ-87-DG-0690,2020-08-06 12:10:57.294905,2020-08-06 13:37:41.294905,Thu
121,C177,AP-38-ID-9181,2020-08-06 12:10:57.448177,2020-08-06 13:35:47.448177,Thu
122,C187,TN-17-RK-1754,2020-08-06 12:10:57.313258,2020-08-06 14:07:49.313258,Thu
123,C192,PY-51-OC-9207,2020-08-06 12:10:57.317592,2020-08-06 12:54:12.317592,Thu
124,C193,GJ-67-BX-5290,2020-08-06 12:10:57.450405,2020-08-06 12:49:19.450405,Thu
125,D13,HR-98-VX-9873,2020-08-06 12:10:57.434433,2020-08-06 13:23:17.434433,Thu
126,D15,TN-88-NF-9817,2020-08-06 12:10:57.383022,2020-08-06 12:11:57.383022,Thu
127,D21,CG-72-UU-5870,2020-08-06 12:10:57.194862,2020-08-06 12:45:03.194862,Thu
128,D22,AS-05-KJ-2013,2020-08-06 12:10:57.290487,2020-08-06 13:23:57.290487,Thu
129,D36,DL-00-KN-8127,2020-08-06 12:10:57.324813,2020-08-06 13:33:46.324813,Thu
130,D38,RJ-05-BS-7774,2020-08-06 12:10:57.200244,2020-08-06 13:27:20.200244,Thu
131,D39,RJ-80-HS-7399,2020-08-06 12:10:57.348273,2020-08-06 13:21:02.348273,Thu
132,D40,CG-50-MM-5925,2020-08-06 12:10:57.559202,2020-08-06 14:06:36.559202,Thu
133,D47,BR-69-JB-5134,2020-08-06 12:10:57.304039,2020-08-06 13:07:15.304039,Thu
134,D57,HR-77-YW-0753,2020-08-06 12:10:57.445891,2020-08-06 12:19:16.445891,Thu
135,D59,MN-72-XW-1098,2020-08-06 12:10:57.459767,2020-08-06 13:12:29.459767,Thu
136,D84,TS-60-FH-1846,2020-08-06 12:10:57.237907,2020-08-06 12:43:46.237907,Thu
137,D88,ML-06-PE-8728,2020-08-06 12:10:57.228591,2020-08-06 12:25:53.228591,Thu
138,D91,TR-22-JV-2775,2020-08-06 12:10:57.545507,2020-08-06 12:49:44.545507,Thu
139,D105,DD-71-JQ-5194,2020-08-06 12:10:57.410008,2020-08-06 12:26:08.410008,Thu
140,D107,HR-01-EQ-0780,2020-08-06 12:10:57.369941,2020-08-06 13:16:06.369941,Thu
141,D111,OD-45-PE-8626,2020-08-06 12:10:57.259280,2020-08-06 13:24:24.259280,Thu
142,D114,UK-36-JD-6532,2020-08-06 12:10:57.275139,2020-08-06 13:43:37.275139,Thu
143,D116,TN-67-XP-5558,2020-08-06 12:10:57.531431,2020-08-06 12:13:20.531431,Thu
144,D124,ML-17-JN-1387,2020-08-06 12:10:57.292646,2020-08-06 12:56:58.292646,Thu
145,D128,TR-58-FT-0992,2020-08-06 12:10:57.403313,2020-08-06 12:27:44.403313,Thu
146,D130,KL-10-AN-3717,2020-08-06 12:10:57.563197,2020-08-06 14:09:15.563197,Thu
147,D139,DL-66-VD-8215,2020-08-06 12:10:57.457613,2020-08-06 12:34:31.457613,Thu
148,D146,DL-27-PK-3183,2020-08-06 12:10:57.542200,2020-08-06 12:52:16.542200,Thu
149,D149,UP-90-CO-5996,2020-08-06 12:10:57.319823,2020-08-06 12:13:45.319823,Thu
150,D154,UP-79-DL-9525,2020-08-06 12:10:57.512876,2020-08-06 13:22:14.512876,Thu
151,D155,PY-69-DD-9040,2020-08-06 12:10:57.161314,2020-08-06 13:28:43.161314,Thu
152,D158,RJ-88-AS-5550,2020-08-06 12:10:57.153793,2020-08-06 13:02:48.153793,Thu
153,D164,AP-94-LN-1750,2020-08-06 12:10:57.536826,2020-08-06 13:09:26.536826,Thu
154,D165,TR-61-JY-7493,2020-08-06 12:10:57.266346,2020-08-06 13:25:06.266346,Thu
155,D172,TR-57-UG-2106,2020-08-06 12:10:57.385163,2020-08-06 14:00:05.385163,Thu
156,D177,LD-31-NJ-2162,2020-08-06 12:10:57.285955,2020-08-06 12:28:49.285955,Thu
157,D178,GJ-07-CX-1970,2020-08-06 12:10:57.173887,2020-08-06 13:48:04.173887,Thu
158,D181,PY-15-QK-9041,2020-08-06 12:10:57.350416,2020-08-06 12:28:51.350416,Thu
159,D184,ML-01-MT-4561,2020-08-06 12:10:57.554765,2020-08-06 12:58:22.554765,Thu
160,D191,AR-81-TD-4114,2020-08-06 12:10:57.188742,2020-08-06 13:47:34.188742,Thu
161,D197,AN-68-VP-4169,2020-08-06 12:10:57.367799,2020-08-06 12:56:38.367799,Thu
162,A15,PY-70-PU-7168,2020-08-06 12:11:24.448343,2020-08-06 12:45:35.448343,Thu
163,A63,DL-82-PF-6019,2020-08-06 12:11:24.453200,2020-08-06 12:33:55.453200,Thu
164,A90,JH-83-RP-7633,2020-08-06 12:11:24.415774,2020-08-06 13:34:41.415774,Thu
165,A96,CH-37-FQ-6407,2020-08-06 13:06:15.205484,2020-08-06 13:18:34.205484,Thu
166,B3,MZ-72-GP-9407,2020-08-06 12:11:24.445969,2020-08-06 12:27:51.445969,Thu
167,B27,TN-67-JL-8146,2020-08-06 12:11:24.429724,2020-08-06 12:57:28.429724,Thu
168,B189,SK-46-YG-8366,2020-08-06 12:11:24.427469,2020-08-06 12:31:54.427469,Thu
169,C34,RJ-71-FG-1639,2020-08-06 12:11:24.443705,2020-08-06 13:06:45.443705,Thu
170,C41,JK-03-XL-0948,2020-08-06 12:11:24.436618,2020-08-06 12:47:10.436618,Thu
171,C49,TN-70-TK-3956,2020-08-06 12:11:24.434349,2020-08-06 13:15:43.434349,Thu
172,C152,AR-02-SS-6476,2020-08-06 12:11:24.422960,2020-08-06 12:55:25.422960,Thu
173,C156,JH-97-AF-5491,2020-08-06 12:11:24.413195,2020-08-06 13:21:29.413195,Thu
174,C175,WB-22-UG-0972,2020-08-06 12:11:24.420693,2020-08-06 13:20:20.420693,Thu
175,D39,LD-98-BA-5448,2020-08-06 13:31:02.348273,2020-08-06 13:43:17.348273,Thu
176,D62,RJ-46-SN-6762,2020-08-06 12:11:24.425213,2020-08-06 13:54:47.425213,Thu
177,D105,ML-55-GS-2781,2020-08-06 12:36:08.410008,2020-08-06 14:21:48.410008,Thu
178,D113,ML-61-IR-5782,2020-08-06 12:11:24.441446,2020-08-06 13:54:00.441446,Thu
179,D175,PB-78-GI-8578,2020-08-06 12:11:24.431984,2020-08-06 13:19:43.431984,Thu
180,A3,MZ-97-YT-1121,2020-08-07 12:11:36.862991,2020-08-07 13:07:22.862991,Fri
181,A6,BR-01-CF-2821,2020-08-07 12:11:37.189751,2020-08-07 13:21:40.189751,Fri
182,A9,ML-57-IX-3878,2020-08-07 12:11:37.243365,2020-08-07 12:48:41.243365,Fri
183,A17,MZ-46-EK-2026,2020-08-07 12:11:36.884055,2020-08-07 13:40:26.884055,Fri
184,A19,KA-82-YW-5944,2020-08-07 12:11:37.089065,2020-08-07 13:49:09.089065,Fri
185,A25,GA-68-ZX-7598,2020-08-07 12:11:36.932907,2020-08-07 12:21:32.932907,Fri
186,A26,GJ-35-XI-1729,2020-08-07 12:11:37.020478,2020-08-07 13:02:55.020478,Fri
187,A27,AS-27-VS-5298,2020-08-07 12:11:37.232043,2020-08-07 12:28:21.232043,Fri
188,A29,ML-69-NI-8752,2020-08-07 12:11:37.049235,2020-08-07 13:51:13.049235,Fri
189,A32,RJ-99-RQ-9182,2020-08-07 12:11:37.046968,2020-08-07 13:40:02.046968,Fri
190,A33,PB-76-ES-7091,2020-08-07 12:11:37.103300,2020-08-07 13:18:00.103300,Fri
191,A34,AN-76-OW-4125,2020-08-07 12:11:37.144225,2020-08-07 12:40:06.144225,Fri
192,A38,MP-46-ME-1594,2020-08-07 12:11:36.937445,2020-08-07 12:34:17.937445,Fri
193,A42,JK-06-YU-6244,2020-08-07 12:11:37.022932,2020-08-07 13:23:21.022932,Fri
194,A52,WB-56-RT-3107,2020-08-07 12:11:37.077363,2020-08-07 12:38:03.077363,Fri
195,A60,TS-89-GB-3779,2020-08-07 12:11:36.944453,2020-08-07 13:52:07.944453,Fri
196,A62,AS-49-VQ-2870,2020-08-07 12:11:37.208838,2020-08-07 13:24:43.208838,Fri
197,A64,WB-14-OZ-8175,2020-08-07 12:11:36.942144,2020-08-07 12:44:45.942144,Fri
198,A71,WB-31-GP-6178,2020-08-07 12:11:37.245625,2020-08-07 13:32:15.245625,Fri
199,A79,KA-24-ID-5772,2020-08-07 12:11:36.951259,2020-08-07 12:50:27.951259,Fri
200,A80,MZ-43-NR-6125,2020-08-07 12:11:36.923673,2020-08-07 13:16:41.923673,Fri
201,A83,HR-04-OR-2965,2020-08-07 12:11:37.171434,2020-08-07 13:11:51.171434,Fri
202,A84,JK-35-XA-4531,2020-08-07 12:11:36.987007,2020-08-07 13:04:18.987007,Fri
203,A87,AS-12-BW-6883,2020-08-07 12:11:37.018098,2020-08-07 13:59:09.018098,Fri
204,A90,ML-29-ME-0444,2020-08-07 12:11:37.192014,2020-08-07 13:31:44.192014,Fri
205,A97,PY-21-JR-2533,2020-08-07 12:11:37.028543,2020-08-07 13:49:13.028543,Fri
206,A100,TS-93-YP-6489,2020-08-07 12:11:37.180536,2020-08-07 13:17:28.180536,Fri
207,A104,TN-45-IU-2093,2020-08-07 12:11:37.008439,2020-08-07 13:14:27.008439,Fri
208,A118,AN-36-KM-6361,2020-08-07 12:11:37.256989,2020-08-07 13:00:51.256989,Fri
209,A120,DL-61-QF-0693,2020-08-07 12:11:37.227512,2020-08-07 12:14:50.227512,Fri
210,A124,WB-47-XL-5654,2020-08-07 12:11:37.274290,2020-08-07 13:37:09.274290,Fri
211,A130,UK-95-EL-8335,2020-08-07 12:11:36.888766,2020-08-07 13:08:28.888766,Fri
212,A134,SK-81-PA-8194,2020-08-07 12:11:37.065878,2020-08-07 13:28:37.065878,Fri
213,A136,TR-76-HB-1565,2020-08-07 12:11:37.134399,2020-08-07 13:03:53.134399,Fri
214,A147,TN-33-FR-8389,2020-08-07 12:11:36.928213,2020-08-07 13:35:50.928213,Fri
215,A157,CG-07-BW-0874,2020-08-07 12:11:37.072810,2020-08-07 13:47:57.072810,Fri
216,A165,MP-19-JS-2596,2020-08-07 12:11:36.973221,2020-08-07 12:13:08.973221,Fri
217,A174,OD-06-OS-8931,2020-08-07 12:11:37.079620,2020-08-07 13:35:34.079620,Fri
218,A175,AS-72-VR-1011,2020-08-07 12:11:37.006102,2020-08-07 12:25:21.006102,Fri
219,A184,PY-57-YN-8493,2020-08-07 12:11:37.063554,2020-08-07 13:43:05.063554,Fri
220,A187,BR-77-TW-8712,2020-08-07 12:11:36.874595,2020-08-07 13:40:01.874595,Fri
221,A192,TS-31-ZG-4236,2020-08-07 12:11:37.013022,2020-08-07 14:05:23.013022,Fri
222,A193,CH-03-EA-6838,2020-08-07 12:11:37.166386,2020-08-07 13:54:51.166386,Fri
223,B3,CG-70-IX-8059,2020-08-07 12:11:36.902398,2020-08-07 13:43:26.902398,Fri
224,B4,WB-35-HR-2206,2020-08-07 12:11:37.127398,2020-08-07 13:02:00.127398,Fri
225,B8,CG-34-YO-0295,2020-08-07 12:11:37.264366,2020-08-07 12:45:26.264366,Fri
226,B12,SK-33-OW-1254,2020-08-07 12:11:36.869265,2020-08-07 12:52:14.869265,Fri
227,B14,HR-49-RZ-6794,2020-08-07 12:11:36.968448,2020-08-07 13:05:51.968448,Fri
228,B21,KA-45-AF-9177,2020-08-07 12:11:37.125084,2020-08-07 12:35:29.125084,Fri
229,B24,HP-69-RI-9363,2020-08-07 12:11:36.900137,2020-08-07 14:09:45.900137,Fri
230,B25,LA-36-OB-7612,2020-08-07 12:11:37.068150,2020-08-07 12:49:13.068150,Fri
231,B26,JK-76-SN-5579,2020-08-07 12:11:37.254676,2020-08-07 13:14:01.254676,Fri
232,B30,UK-29-VR-6027,2020-08-07 12:11:36.954012,2020-08-07 12:14:57.954012,Fri
233,B40,UK-68-EH-1305,2020-08-07 12:11:36.897870,2020-08-07 13:51:49.897870,Fri
234,B44,HR-97-VC-1850,2020-08-07 12:11:36.956429,2020-08-07 13:14:14.956429,Fri
235,B46,LD-12-IR-0973,2020-08-07 12:11:37.211156,2020-08-07 13:18:12.211156,Fri
236,B48,RJ-36-LI-1906,2020-08-07 12:11:37.268960,2020-08-07 12:50:17.268960,Fri
237,B49,MH-11-WE-8714,2020-08-07 12:11:36.975504,2020-08-07 13:17:55.975504,Fri
238,B53,KL-75-TT-9038,2020-08-07 12:11:37.218460,2020-08-07 12:17:03.218460,Fri
239,B54,LD-68-LK-8796,2020-08-07 12:11:37.259266,2020-08-07 13:00:37.259266,Fri
240,B56,TR-93-EX-8299,2020-08-07 12:11:37.100471,2020-08-07 12:31:07.100471,Fri
241,B60,AN-19-TB-7152,2020-08-07 12:11:37.001426,2020-08-07 13:57:42.001426,Fri
242,B72,AN-94-GL-8871,2020-08-07 12:11:37.108541,2020-08-07 14:06:31.108541,Fri
243,B84,MZ-58-BO-9509,2020-08-07 12:11:36.921379,2020-08-07 14:06:56.921379,Fri
244,B86,AR-68-UP-9430,2020-08-07 12:11:36.961082,2020-08-07 13:48:02.961082,Fri
245,B90,AS-94-RD-1733,2020-08-07 12:11:36.925944,2020-08-07 12:31:30.925944,Fri
246,B93,AP-18-SA-8698,2020-08-07 12:11:37.106210,2020-08-07 13:29:57.106210,Fri
247,B98,DL-18-IO-7787,2020-08-07 12:11:37.199783,2020-08-07 13:33:54.199783,Fri
248,B106,MH-24-UH-9548,2020-08-07 12:11:37.196541,2020-08-07 13:18:06.196541,Fri
249,B107,OD-74-FY-8811,2020-08-07 12:11:37.139595,2020-08-07 13:13:09.139595,Fri
250,B115,TR-44-UP-8119,2020-08-07 12:11:37.262094,2020-08-07 12:25:26.262094,Fri
251,B122,AS-22-KJ-6051,2020-08-07 12:11:36.893333,2020-08-07 12:19:05.893333,Fri
252,B127,UP-30-BN-8289,2020-08-07 12:11:36.860497,2020-08-07 13:08:54.860497,Fri
253,B129,DL-50-OQ-4431,2020-08-07 12:11:36.904783,2020-08-07 13:40:17.904783,Fri
254,B131,DD-54-DL-8958,2020-08-07 12:11:37.110833,2020-08-07 12:59:10.110833,Fri
255,B138,DD-52-WO-6203,2020-08-07 12:11:37.075096,2020-08-07 12:13:22.075096,Fri
256,B141,SK-68-BV-8539,2020-08-07 12:11:37.182941,2020-08-07 13:47:11.182941,Fri
257,B144,AP-96-HQ-4228,2020-08-07 12:11:37.098161,2020-08-07 13:04:55.098161,Fri
258,B145,GA-01-XP-9119,2020-08-07 12:11:37.175963,2020-08-07 13:24:21.175963,Fri
259,B147,MH-11-WL-7023,2020-08-07 12:11:36.872092,2020-08-07 14:10:30.872092,Fri
260,B148,AN-46-CJ-4546,2020-08-07 12:11:36.879358,2020-08-07 13:39:45.879358,Fri
261,B151,BR-90-MT-5240,2020-08-07 12:11:36.881713,2020-08-07 12:27:29.881713,Fri
262,B154,CH-97-SD-2938,2020-08-07 12:11:36.966172,2020-08-07 13:06:56.966172,Fri
263,B156,KA-48-AX-5386,2020-08-07 12:11:36.989492,2020-08-07 13:40:48.989492,Fri
264,B158,ML-70-XL-5403,2020-08-07 12:11:36.996843,2020-08-07 12:38:53.996843,Fri
265,B160,CG-37-HN-9522,2020-08-07 12:11:37.161755,2020-08-07 12:49:47.161755,Fri
266,B166,TS-95-HZ-9291,2020-08-07 12:11:36.857745,2020-08-07 13:02:18.857745,Fri
