,Parking Position,Car Number Plate,Entry Time,Exit Time,Day
30,A118,AS-09-LI-6536,2020-07-19 09:24:06.481129,2020-07-19 11:15:57.481129,Sun
31,A125,TS-84-JA-7514,2020-07-19 09:24:06.414454,2020-07-19 10:00:11.414454,Sun
32,A130,RJ-92-BS-3737,2020-07-19 09:24:06.387950,2020-07-19 09:36:02.387950,Sun
33,A136,TN-37-IB-8228,2020-07-19 09:24:06.773193,2020-07-19 10:56:03.773193,Sun
34,A137,MZ-06-OJ-2386,2020-07-19 09:24:06.788887,2020-07-19 11:04:20.788887,Sun
35,A148,GA-32-LU-6565,2020-07-19 09:24:06.664665,2020-07-19 09:34:12.664665,Sun
36,A151,RJ-66-DY-5052,2020-07-19 09:24:06.433514,2020-07-19 10:29:27.433514,Sun
37,A154,DD-06-XK-8115,2020-07-19 09:24:06.469427,2020-07-19 10:54:10.469427,Sun
38,A164,LA-25-KM-7239,2020-07-19 09:24:06.464809,2020-07-19 10:44:52.464809,Sun
39,A167,DL-36-FO-5761,2020-07-19 09:24:06.444940,2020-07-19 09:51:31.444940,Sun
40,A172,DD-98-CL-2193,2020-07-19 09:24:06.312595,2020-07-19 09:58:07.312595,Sun
41,A173,UP-27-EN-8125,2020-07-19 09:24:06.650191,2020-07-19 10:00:34.650191,Sun
42,A176,JK-55-BC-8156,2020-07-19 09:24:06.750863,2020-07-19 10:34:24.750863,Sun
43,A179,PB-49-NU-5910,2020-07-19 09:24:06.421671,2020-07-19 10:05:03.421671,Sun
44,A180,HR-87-KZ-2507,2020-07-19 09:24:06.725781,2020-07-19 11:22:16.725781,Sun
45,A181,HR-21-AZ-5826,2020-07-19 09:24:06.471712,2020-07-19 10:26:48.471712,Sun
46,A192,AS-34-QX-1875,2020-07-19 09:24:06.503512,2020-07-19 09:54:32.503512,Sun
47,A194,UK-29-XC-9318,2020-07-19 09:24:06.602027,2020-07-19 10:27:06.602027,Sun
48,B7,AS-06-RW-6515,2020-07-19 09:24:06.516939,2020-07-19 09:35:10.516939,Sun
49,B14,WB-42-TI-6602,2020-07-19 09:24:06.344698,2020-07-19 10:50:29.344698,Sun
50,B22,JK-78-RL-7910,2020-07-19 09:24:06.669334,2020-07-19 10:21:08.669334,Sun
51,B34,JH-42-ML-8479,2020-07-19 09:24:06.426320,2020-07-19 09:28:56.426320,Sun
52,B37,UK-18-PX-8442,2020-07-19 09:24:06.716407,2020-07-19 09:40:41.716407,Sun
53,B42,HP-23-QI-6511,2020-07-19 09:24:06.298029,2020-07-19 10:53:51.298029,Sun
54,B48,SK-97-AJ-7817,2020-07-19 09:24:06.364502,2020-07-19 10:10:41.364502,Sun
55,B50,GA-62-ZA-6779,2020-07-19 09:24:06.613827,2020-07-19 09:25:36.613827,Sun
56,B51,CG-82-KJ-8469,2020-07-19 09:24:06.747775,2020-07-19 11:13:53.747775,Sun
57,B52,TR-10-XL-8217,2020-07-19 09:24:06.467044,2020-07-19 10:47:14.467044,Sun
58,B55,AR-15-LE-3624,2020-07-19 09:24:06.566664,2020-07-19 11:19:51.566664,Sun
59,B61,AP-30-KE-6749,2020-07-19 09:24:06.572167,2020-07-19 10:10:35.572167,Sun
60,B65,MH-68-YE-5276,2020-07-19 09:24:06.512629,2020-07-19 10:52:02.512629,Sun
61,B71,HP-57-KH-7067,2020-07-19 09:24:06.498893,2020-07-19 11:17:16.498893,Sun
62,B74,UP-80-SR-7935,2020-07-19 09:24:06.696614,2020-07-19 11:12:38.696614,Sun
63,B83,LD-61-MS-7733,2020-07-19 09:24:06.598757,2020-07-19 09:37:01.598757,Sun
64,B90,ML-39-UV-5777,2020-07-19 09:24:06.777544,2020-07-19 10:21:40.777544,Sun
65,B95,HR-23-HO-7838,2020-07-19 09:24:06.346912,2020-07-19 10:01:01.346912,Sun
66,B97,SK-03-TU-0090,2020-07-19 09:24:06.392260,2020-07-19 11:01:17.392260,Sun
67,B98,RJ-71-XF-9524,2020-07-19 09:24:06.378455,2020-07-19 10:08:03.378455,Sun
68,B100,KA-20-UF-5233,2020-07-19 09:24:06.510467,2020-07-19 10:57:53.510467,Sun
69,B101,TR-78-EC-9115,2020-07-19 09:24:06.462580,2020-07-19 10:29:40.462580,Sun
70,B104,GA-87-PA-6535,2020-07-19 09:24:06.340229,2020-07-19 10:10:22.340229,Sun
71,B112,KL-85-WA-7950,2020-07-19 09:24:06.451842,2020-07-19 10:11:59.451842,Sun
72,B117,AR-05-PK-9611,2020-07-19 09:24:06.335714,2020-07-19 10:42:36.335714,Sun
73,B121,CG-54-NZ-1026,2020-07-19 09:24:06.496666,2020-07-19 10:41:14.496666,Sun
74,B125,AS-74-ES-7462,2020-07-19 09:24:06.713529,2020-07-19 09:46:35.713529,Sun
75,B139,AR-76-DD-2102,2020-07-19 09:24:06.514787,2020-07-19 10:12:46.514787,Sun
76,B141,PB-61-SL-1669,2020-07-19 09:24:06.490177,2020-07-19 10:54:09.490177,Sun
77,B144,UK-96-CM-0427,2020-07-19 09:24:06.702680,2020-07-19 10:39:50.702680,Sun
78,B149,TR-59-TV-2230,2020-07-19 09:24:06.301800,2020-07-19 10:33:57.301800,Sun
79,B156,JK-88-OY-1453,2020-07-19 09:24:06.691798,2020-07-19 10:57:35.691798,Sun
80,B158,OD-47-CI-9927,2020-07-19 09:24:06.460247,2020-07-19 10:47:35.460247,Sun
81,B170,TS-02-UN-7458,2020-07-19 09:24:06.535245,2020-07-19 10:38:16.535245,Sun
82,B189,LA-46-KO-7268,2020-07-19 09:24:06.761540,2020-07-19 10:24:39.761540,Sun
83,B193,MZ-49-FI-7009,2020-07-19 09:24:06.349975,2020-07-19 09:35:12.349975,Sun
84,B196,GA-03-GF-8036,2020-07-19 09:24:06.595247,2020-07-19 09:29:01.595247,Sun
85,C3,ML-91-AF-2108,2020-07-19 09:24:06.325365,2020-07-19 11:18:09.325365,Sun
86,C6,MP-34-VS-1203,2020-07-19 09:24:06.353205,2020-07-19 10:28:17.353205,Sun
87,C12,AS-77-YR-9160,2020-07-19 09:24:06.632869,2020-07-19 10:29:55.632869,Sun
88,C15,GA-44-SF-2917,2020-07-19 09:24:06.532865,2020-07-19 09:36:13.532865,Sun
89,C16,CG-12-FO-0745,2020-07-19 09:24:06.476646,2020-07-19 09:37:08.476646,Sun
90,C26,MP-00-WF-5978,2020-07-19 09:24:06.438166,2020-07-19 09:43:10.438166,Sun
91,C28,HR-10-YR-8303,2020-07-19 09:24:06.537945,2020-07-19 10:00:39.537945,Sun
92,C31,CH-63-CP-5632,2020-07-19 09:24:06.563712,2020-07-19 11:02:54.563712,Sun
93,C41,MZ-32-PF-9863,2020-07-19 09:24:06.574887,2020-07-19 11:12:38.574887,Sun
94,C49,LD-72-LN-9321,2020-07-19 09:24:06.630163,2020-07-19 10:26:29.630163,Sun
95,C56,LD-66-JM-3027,2020-07-19 09:24:06.624770,2020-07-19 10:11:15.624770,Sun
96,C59,HP-21-DR-8110,2020-07-19 09:24:06.322686,2020-07-19 10:11:10.322686,Sun
97,C62,AR-02-VU-7394,2020-07-19 09:24:06.764802,2020-07-19 09:54:10.764802,Sun
98,C63,CG-00-TZ-9316,2020-07-19 09:24:06.699879,2020-07-19 09:24:30.699879,Sun
99,C66,JK-18-TK-1065,2020-07-19 09:24:06.330674,2020-07-19 09:39:21.330674,Sun
100,C67,HP-25-HH-2899,2020-07-19 09:24:06.638422,2020-07-19 11:16:56.638422,Sun
101,C70,GJ-91-AN-3057,2020-07-19 09:24:06.667092,2020-07-19 10:29:39.667092,Sun
102,C72,DD-52-QO-6374,2020-07-19 09:24:06.685267,2020-07-19 09:31:56.685267,Sun
103,C73,DL-95-WM-6473,2020-07-19 09:24:06.501316,2020-07-19 09:31:11.501316,Sun
104,C77,TR-94-VY-9397,2020-07-19 09:24:06.735344,2020-07-19 11:12:06.735344,Sun
105,C81,LD-71-GQ-9230,2020-07-19 09:24:06.485760,2020-07-19 10:57:03.485760,Sun
106,C84,UK-15-SU-3334,2020-07-19 09:24:06.447286,2020-07-19 10:20:50.447286,Sun
107,C86,GJ-51-VT-7008,2020-07-19 09:24:06.478807,2020-07-19 10:34:28.478807,Sun
108,C87,OD-62-SR-6192,2020-07-19 09:24:06.431184,2020-07-19 10:18:47.431184,Sun
109,C96,MH-85-DV-6005,2020-07-19 09:24:06.768540,2020-07-19 10:47:34.768540,Sun
110,C108,DD-98-WE-5535,2020-07-19 09:24:06.457069,2020-07-19 09:28:32.457069,Sun
111,C116,MZ-12-JI-2550,2020-07-19 09:24:06.592261,2020-07-19 09:35:10.592261,Sun
112,C124,CG-84-OP-2877,2020-07-19 09:24:06.401042,2020-07-19 10:06:45.401042,Sun
113,C135,AR-21-PK-1114,2020-07-19 09:24:06.528385,2020-07-19 10:40:59.528385,Sun
114,C138,MP-63-QN-1868,2020-07-19 09:24:06.396775,2020-07-19 09:36:11.396775,Sun
115,C151,AP-37-AF-6137,2020-07-19 09:24:06.569455,2020-07-19 10:29:00.569455,Sun
116,C154,MN-05-CK-1048,2020-07-19 09:24:06.580302,2020-07-19 09:49:00.580302,Sun
117,C155,RJ-35-PN-0238,2020-07-19 09:24:06.661885,2020-07-19 10:46:37.661885,Sun
118,C160,LA-93-HU-7596,2020-07-19 09:24:06.647171,2020-07-19 11:11:21.647171,Sun
119,C168,MH-08-EH-4840,2020-07-19 09:24:06.607236,2020-07-19 10:57:24.607236,Sun
120,C169,GJ-03-KD-4864,2020-07-19 09:24:06.754983,2020-07-19 09:50:35.754983,Sun
121,C173,MH-11-WL-1849,2020-07-19 09:24:06.505792,2020-07-19 10:13:16.505792,Sun
122,C182,AN-78-DY-7082,2020-07-19 09:24:06.316246,2020-07-19 10:44:08.316246,Sun
123,C188,GA-26-RD-2569,2020-07-19 09:24:06.674054,2020-07-19 10:28:14.674054,Sun
124,C191,KA-45-LQ-4129,2020-07-19 09:24:06.308356,2020-07-19 10:15:34.308356,Sun
125,C194,SK-91-VW-5910,2020-07-19 09:24:06.687472,2020-07-19 10:07:55.687472,Sun
126,C197,DD-05-UA-4295,2020-07-19 09:24:06.719853,2020-07-19 09:58:41.719853,Sun
127,C199,CG-69-VA-8293,2020-07-19 09:24:06.394470,2020-07-19 11:19:16.394470,Sun
128,D2,TS-61-UE-8117,2020-07-19 09:24:06.525731,2020-07-19 09:41:20.525731,Sun
129,D6,LD-48-QY-7908,2020-07-19 09:24:06.390105,2020-07-19 11:13:11.390105,Sun
130,D7,MZ-19-GX-9780,2020-07-19 09:24:06.586452,2020-07-19 10:15:34.586452,Sun
131,D8,KA-53-VC-9423,2020-07-19 09:24:06.333200,2020-07-19 09:47:15.333200,Sun
132,D9,RJ-33-KU-1598,2020-07-19 09:24:06.742228,2020-07-19 09:48:32.742228,Sun
133,D14,AP-27-MM-9377,2020-07-19 09:24:06.385694,2020-07-19 10:46:25.385694,Sun
134,D18,AP-31-TK-6384,2020-07-19 09:24:06.782864,2020-07-19 10:53:59.782864,Sun
135,D19,UP-44-SD-3926,2020-07-19 09:24:06.519243,2020-07-19 09:50:25.519243,Sun
136,D21,UP-39-HT-4674,2020-07-19 09:24:06.658329,2020-07-19 11:06:45.658329,Sun
137,D28,PY-72-AL-0561,2020-07-19 09:24:06.416681,2020-07-19 10:43:15.416681,Sun
138,D30,TR-11-DS-9917,2020-07-19 09:24:06.678665,2020-07-19 10:41:51.678665,Sun
139,D32,RJ-58-CY-7490,2020-07-19 09:24:06.757987,2020-07-19 10:34:58.757987,Sun
140,D38,MN-97-EL-5876,2020-07-19 09:24:06.521415,2020-07-19 10:59:37.521415,Sun
141,D39,TS-89-MZ-8684,2020-07-19 09:24:06.557226,2020-07-19 09:50:16.557226,Sun
142,D44,KA-24-EU-6721,2020-07-19 09:24:06.547922,2020-07-19 09:52:09.547922,Sun
143,D48,JH-74-VV-6688,2020-07-19 09:24:06.785954,2020-07-19 10:13:39.785954,Sun
144,D61,AP-75-GF-3916,2020-07-19 09:24:06.627467,2020-07-19 10:05:19.627467,Sun
145,D64,CG-98-WJ-7416,2020-07-19 09:24:06.671805,2020-07-19 10:36:36.671805,Sun
146,D65,AS-39-GD-0254,2020-07-19 09:24:06.728474,2020-07-19 10:32:38.728474,Sun
147,D67,OD-68-MI-9713,2020-07-19 09:24:06.338005,2020-07-19 10:07:18.338005,Sun
148,D70,PY-04-VO-4745,2020-07-19 09:24:06.583009,2020-07-19 11:07:50.583009,Sun
149,D77,BR-97-QV-8822,2020-07-19 09:24:06.530542,2020-07-19 09:49:22.530542,Sun
150,D78,AR-71-EO-8832,2020-07-19 09:24:06.689636,2020-07-19 09:46:43.689636,Sun
151,D80,MZ-45-QV-7335,2020-07-19 09:24:06.641131,2020-07-19 10:49:47.641131,Sun
152,D86,UP-70-ER-3150,2020-07-19 09:24:06.523575,2020-07-19 09:56:47.523575,Sun
153,D96,LA-17-WE-2992,2020-07-19 09:24:06.508238,2020-07-19 09:27:48.508238,Sun
154,D113,PY-48-AV-7353,2020-07-19 09:24:06.374022,2020-07-19 10:51:48.374022,Sun
155,D118,PY-53-RS-5626,2020-07-19 09:24:06.328088,2020-07-19 10:02:07.328088,Sun
156,D119,AN-68-ZJ-1554,2020-07-19 09:24:06.362094,2020-07-19 09:30:13.362094,Sun
157,D120,GA-69-XF-4308,2020-07-19 09:24:06.440485,2020-07-19 10:37:34.440485,Sun
158,D122,LD-32-TZ-7058,2020-07-19 09:24:06.359544,2020-07-19 10:52:17.359544,Sun
159,D124,HP-38-OM-1251,2020-07-19 09:24:06.293124,2020-07-19 10:44:25.293124,Sun
160,D131,JK-06-AM-0295,2020-07-19 09:24:06.551167,2020-07-19 09:49:34.551167,Sun
161,D132,MP-42-OZ-3632,2020-07-19 09:24:06.492349,2020-07-19 09:45:57.492349,Sun
162,D133,TN-50-HX-7653,2020-07-19 09:24:06.643852,2020-07-19 09:37:24.643852,Sun
163,D136,RJ-59-PG-0390,2020-07-19 09:24:06.356412,2020-07-19 10:47:55.356412,Sun
164,D137,HP-34-TU-9337,2020-07-19 09:24:06.442713,2020-07-19 10:20:26.442713,Sun
165,D140,TR-89-LW-2368,2020-07-19 09:24:06.412198,2020-07-19 10:55:56.412198,Sun
166,D145,WB-45-XK-3559,2020-07-19 09:24:06.419193,2020-07-19 11:09:45.419193,Sun
167,D159,CH-25-VR-5627,2020-07-19 09:24:06.635692,2020-07-19 10:21:13.635692,Sun
168,D161,GA-70-CW-7170,2020-07-19 09:24:06.483364,2020-07-19 10:00:36.483364,Sun
169,D162,AS-83-PM-1907,2020-07-19 09:24:06.428936,2020-07-19 09:50:46.428936,Sun
170,D167,BR-04-JE-5431,2020-07-19 09:24:06.707278,2020-07-19 09:29:03.707278,Sun
171,D174,MH-89-DU-7503,2020-07-19 09:24:06.494507,2020-07-19 11:21:10.494507,Sun
172,D175,CH-83-UP-4048,2020-07-19 09:24:06.619344,2020-07-19 10:52:54.619344,Sun
173,D182,LA-06-AC-5932,2020-07-19 09:24:06.745122,2020-07-19 10:33:12.745122,Sun
174,D191,BR-81-ZG-5995,2020-07-19 09:24:06.409240,2020-07-19 10:55:59.409240,Sun
175,D195,UP-40-AK-1619,2020-07-19 09:24:06.487953,2020-07-19 09:46:13.487953,Sun
176,A1,LA-77-ET-1098,2020-07-19 09:24:11.184400,2020-07-19 09:48:50.184400,Sun
177,A3,OD-26-FH-9943,2020-07-19 09:24:11.378583,2020-07-19 09:38:53.378583,Sun
178,A4,DD-06-GQ-2272,2020-07-19 10:19:44.610789,2020-07-19 11:54:45.610789,Sun
179,A6,AP-70-NX-4275,2020-07-19 09:24:11.338048,2020-07-19 10:28:20.338048,Sun
180,A11,TS-23-XQ-3248,2020-07-19 11:02:13.561132,2020-07-19 11:40:15.561132,Sun
181,A14,WB-57-AJ-5883,2020-07-19 09:24:11.502937,2020-07-19 10:39:31.502937,Sun
182,A21,ML-02-JO-2319,2020-07-19 10:27:19.286723,2020-07-19 11:42:06.286723,Sun
183,A26,TR-74-SE-7125,2020-07-19 09:24:11.701289,2020-07-19 11:00:00.701289,Sun
184,A27,MN-35-MD-7051,2020-07-19 09:24:11.480845,2020-07-19 11:00:29.480845,Sun
185,A30,JH-06-HZ-3145,2020-07-19 10:19:14.473943,2020-07-19 10:38:34.473943,Sun
186,A32,RJ-05-LC-6532,2020-07-19 10:11:48.577590,2020-07-19 10:47:22.577590,Sun
187,A34,GA-68-MV-3934,2020-07-19 09:24:11.412715,2020-07-19 11:18:26.412715,Sun
188,A35,KA-60-BC-5336,2020-07-19 09:24:11.594069,2020-07-19 10:21:24.594069,Sun
189,A41,PB-60-AP-9073,2020-07-19 10:15:13.680889,2020-07-19 12:02:27.680889,Sun
190,A70,TS-22-KZ-2345,2020-07-19 09:24:11.234291,2020-07-19 09:42:54.234291,Sun
191,A76,MZ-82-EP-6880,2020-07-19 09:24:11.510287,2020-07-19 09:41:51.510287,Sun
192,A77,WB-61-ML-1600,2020-07-19 09:24:11.643603,2020-07-19 10:32:12.643603,Sun
193,A80,AS-83-FR-6742,2020-07-19 09:24:11.534612,2020-07-19 11:04:02.534612,Sun
194,A84,JK-06-OK-6494,2020-07-19 09:24:11.282419,2020-07-19 10:14:33.282419,Sun
195,A89,TN-38-AC-2635,2020-07-19 09:24:11.363382,2020-07-19 09:49:46.363382,Sun
196,A91,JK-91-IQ-9696,2020-07-19 09:24:11.631986,2020-07-19 11:04:31.631986,Sun
197,A93,LD-66-WU-9965,2020-07-19 09:24:11.675679,2020-07-19 10:33:05.675679,Sun
198,A98,TS-25-JV-5098,2020-07-19 10:16:09.693955,2020-07-19 11:50:36.693955,Sun
199,A102,PY-15-KC-8505,2020-07-19 09:24:11.491349,2020-07-19 09:37:54.491349,Sun
200,A104,DL-37-KU-2449,2020-07-19 11:00:46.319836,2020-07-19 11:55:41.319836,Sun
201,A106,DD-28-VS-5346,2020-07-19 09:55:57.722742,2020-07-19 11:45:19.722742,Sun
202,A107,OD-05-FA-2800,2020-07-19 09:24:11.662417,2020-07-19 10:46:49.662417,Sun
203,A116,AN-37-RW-2883,2020-07-19 09:24:11.622025,2020-07-19 10:21:49.622025,Sun
204,A123,PB-13-QW-7956,2020-07-19 09:24:11.721187,2020-07-19 09:34:18.721187,Sun
205,A124,AR-75-PY-5698,2020-07-19 09:24:11.539781,2020-07-19 10:34:04.539781,Sun
206,A127,PB-89-FZ-3218,2020-07-19 09:24:11.208779,2020-07-19 10:10:58.208779,Sun
207,A135,PB-05-CJ-0955,2020-07-19 09:24:11.260387,2020-07-19 11:20:49.260387,Sun
208,A139,MN-68-UM-9655,2020-07-19 09:24:11.557978,2020-07-19 10:26:56.557978,Sun
209,A142,HP-65-OH-7298,2020-07-19 09:24:11.211099,2020-07-19 11:16:29.211099,Sun
210,A153,ML-20-RA-5316,2020-07-19 09:24:11.323129,2020-07-19 10:29:19.323129,Sun
211,A157,GJ-51-LW-7633,2020-07-19 09:24:11.452001,2020-07-19 11:19:01.452001,Sun
212,A160,LD-97-ZI-4938,2020-07-19 09:24:11.375135,2020-07-19 11:19:43.375135,Sun
213,A164,GA-50-NE-1927,2020-07-19 10:54:52.464809,2020-07-19 11:37:55.464809,Sun
214,A169,HP-91-RJ-6876,2020-07-19 09:24:11.384859,2020-07-19 09:27:34.384859,Sun
215,A176,UP-48-NZ-9018,2020-07-19 10:44:24.750863,2020-07-19 11:02:18.750863,Sun
216,A181,CG-06-OC-7405,2020-07-19 10:36:48.471712,2020-07-19 11:45:32.471712,Sun
217,A184,PB-37-HB-1852,2020-07-19 09:24:11.236559,2020-07-19 11:20:46.236559,Sun
218,A185,PB-23-DS-5195,2020-07-19 09:24:11.353805,2020-07-19 11:06:08.353805,Sun
219,A191,RJ-96-DD-9242,2020-07-19 09:24:11.304595,2020-07-19 10:31:50.304595,Sun
220,A192,RJ-56-YA-3880,2020-07-19 10:04:32.503512,2020-07-19 11:11:23.503512,Sun
221,A194,JK-17-AM-0217,2020-07-19 10:37:06.602027,2020-07-19 10:47:50.602027,Sun
222,A199,TN-94-QA-5217,2020-07-19 09:24:11.686504,2020-07-19 09:32:40.686504,Sun
223,B3,TN-42-SS-4675,2020-07-19 09:24:11.258018,2020-07-19 10:22:47.258018,Sun
224,B10,JH-64-DK-0651,2020-07-19 09:24:11.204057,2020-07-19 10:57:11.204057,Sun
225,B13,DL-19-NQ-2093,2020-07-19 09:24:11.634616,2020-07-19 10:26:16.634616,Sun
226,B21,TN-68-ER-5488,2020-07-19 09:24:11.658920,2020-07-19 09:57:47.658920,Sun
227,B25,GA-56-WX-8612,2020-07-19 09:24:11.229719,2020-07-19 10:47:28.229719,Sun
228,B26,KL-55-GT-6363,2020-07-19 09:24:11.698801,2020-07-19 10:58:59.698801,Sun
229,B33,MN-09-AZ-8400,2020-07-19 09:24:11.584969,2020-07-19 09:25:22.584969,Sun
230,B34,JH-30-GJ-2099,2020-07-19 09:38:56.426320,2020-07-19 10:16:36.426320,Sun
231,B39,KL-03-EN-8993,2020-07-19 09:24:11.294793,2020-07-19 09:35:02.294793,Sun
232,B42,UP-97-XG-3330,2020-07-19 11:03:51.298029,2020-07-19 12:22:01.298029,Sun
233,B47,AN-82-NS-5531,2020-07-19 09:24:11.243826,2020-07-19 11:14:24.243826,Sun
234,B52,UK-63-WZ-1700,2020-07-19 10:57:14.467044,2020-07-19 11:27:14.467044,Sun
235,B53,PY-57-AA-0689,2020-07-19 09:24:11.470362,2020-07-19 09:40:24.470362,Sun
236,B54,CH-94-DI-4083,2020-07-19 09:24:11.297070,2020-07-19 10:30:05.297070,Sun
237,B55,LA-79-JB-8326,2020-07-19 11:29:51.566664,2020-07-19 11:34:27.566664,Sun
238,B58,AP-70-JH-5879,2020-07-19 09:24:11.270054,2020-07-19 11:12:23.270054,Sun
239,B60,BR-39-CL-8459,2020-07-19 09:24:11.433232,2020-07-19 09:59:44.433232,Sun
240,B63,AN-46-KT-5915,2020-07-19 09:24:11.548069,2020-07-19 10:05:00.548069,Sun
241,B86,AS-39-ZY-4594,2020-07-19 09:24:11.179734,2020-07-19 11:04:19.179734,Sun
242,B87,JK-84-FI-7686,2020-07-19 09:24:11.463021,2020-07-19 11:18:22.463021,Sun
243,B89,AS-33-HU-7909,2020-07-19 09:24:11.280144,2020-07-19 11:19:20.280144,Sun
244,B90,UK-76-CY-8018,2020-07-19 10:31:40.777544,2020-07-19 10:41:30.777544,Sun
245,B96,MZ-33-MZ-5615,2020-07-19 09:24:11.575093,2020-07-19 11:02:15.575093,Sun
246,B100,TR-08-NZ-1147,2020-07-19 11:07:53.510467,2020-07-19 11:45:20.510467,Sun
247,B101,MP-10-CR-1647,2020-07-19 10:39:40.462580,2020-07-19 11:09:12.462580,Sun
248,B103,AP-44-JJ-7366,2020-07-19 09:24:11.366304,2020-07-19 10:06:20.366304,Sun
249,B104,DD-70-QN-7918,2020-07-19 10:20:22.340229,2020-07-19 10:31:54.340229,Sun
250,B105,JH-75-SW-0040,2020-07-19 09:24:11.255237,2020-07-19 11:15:32.255237,Sun
251,B108,AR-89-YU-1891,2020-07-19 09:24:11.252972,2020-07-19 09:47:38.252972,Sun
252,B113,MH-46-OU-8271,2020-07-19 09:24:11.215640,2020-07-19 10:00:37.215640,Sun
253,B116,GA-37-BV-3441,2020-07-19 09:24:11.394119,2020-07-19 10:08:22.394119,Sun
254,B118,UP-36-JV-4806,2020-07-19 09:24:11.272452,2020-07-19 11:06:46.272452,Sun
255,B124,PY-58-BX-5229,2020-07-19 09:24:11.263159,2020-07-19 11:14:14.263159,Sun
256,B130,GA-72-FK-7584,2020-07-19 09:24:11.524349,2020-07-19 10:20:13.524349,Sun
257,B134,SK-79-AA-3041,2020-07-19 09:24:11.652329,2020-07-19 09:57:28.652329,Sun
258,B139,UP-72-JE-7039,2020-07-19 10:22:46.514787,2020-07-19 10:45:21.514787,Sun
259,B149,WB-53-TD-7563,2020-07-19 10:43:57.301800,2020-07-19 10:44:02.301800,Sun
260,B153,LD-44-SE-2289,2020-07-19 09:24:11.199450,2020-07-19 09:52:46.199450,Sun
261,B154,SK-38-BH-3465,2020-07-19 09:24:11.400145,2020-07-19 09:37:05.400145,Sun
262,B157,RJ-90-RZ-2744,2020-07-19 09:24:11.684142,2020-07-19 10:21:20.684142,Sun
263,B165,LA-67-CG-4507,2020-07-19 09:24:11.436097,2020-07-19 10:41:05.436097,Sun
264,B166,AP-71-EV-2899,2020-07-19 09:24:11.347319,2020-07-19 10:43:35.347319,Sun
265,B167,ML-98-EG-1065,2020-07-19 09:24:11.289910,2020-07-19 11:13:06.289910,Sun
