,Parking Position,Car Number Plate,Entry Time,Exit Time,Day
114,C159,GA-77-QA-8752,2020-08-01 08:04:31.118269,2020-08-01 10:03:21.118269,Sat
115,C160,OD-92-PH-3057,2020-08-01 08:04:31.194124,2020-08-01 09:55:18.194124,Sat
116,C162,AN-12-IT-9388,2020-08-01 08:04:31.285793,2020-08-01 08:21:09.285793,Sat
117,D4,KL-44-ZJ-8489,2020-08-01 08:04:31.173327,2020-08-01 09:49:55.173327,Sat
118,D42,DL-28-NW-9534,2020-08-01 08:04:31.107297,2020-08-01 09:57:59.107297,Sat
119,D67,HP-81-UN-4686,2020-08-01 08:04:31.281071,2020-08-01 09:05:22.281071,Sat
120,D70,AP-93-MA-2875,2020-08-01 08:04:31.238309,2020-08-01 09:18:50.238309,Sat
121,D75,WB-04-IV-6251,2020-08-01 08:04:31.249868,2020-08-01 08:15:39.249868,Sat
122,D81,JK-97-RM-7657,2020-08-01 08:04:31.074005,2020-08-01 08:36:53.074005,Sat
123,D91,UK-79-PP-0793,2020-08-01 08:04:31.101680,2020-08-01 09:49:56.101680,Sat
124,D97,BR-02-BP-5683,2020-08-01 08:04:31.304906,2020-08-01 09:01:00.304906,Sat
125,D103,CG-24-PW-5327,2020-08-01 08:04:31.314735,2020-08-01 08:57:06.314735,Sat
126,D110,JK-36-FG-9870,2020-08-01 08:04:31.341584,2020-08-01 08:23:18.341584,Sat
127,D124,LD-29-PY-6053,2020-08-01 08:04:31.317087,2020-08-01 08:24:49.317087,Sat
128,D129,TN-10-IS-5656,2020-08-01 08:04:31.294831,2020-08-01 09:39:58.294831,Sat
129,D151,PB-31-VM-9014,2020-08-01 08:04:31.225477,2020-08-01 08:22:45.225477,Sat
130,D153,LD-95-IE-4858,2020-08-01 08:04:31.272294,2020-08-01 09:00:33.272294,Sat
131,D166,WB-67-PZ-9424,2020-08-01 08:04:31.297581,2020-08-01 09:36:12.297581,Sat
132,D172,GA-66-GL-3720,2020-08-01 08:04:31.146120,2020-08-01 08:59:44.146120,Sat
133,D175,JH-56-YO-8752,2020-08-01 08:04:31.121310,2020-08-01 09:18:09.121310,Sat
134,D177,DD-35-VE-6716,2020-08-01 08:04:31.191150,2020-08-01 09:09:40.191150,Sat
135,D192,LA-47-AA-8977,2020-08-01 08:04:31.203991,2020-08-01 08:28:49.203991,Sat
136,A4,TS-61-XY-3476,2020-08-01 10:08:21.304358,2020-08-01 10:47:07.304358,Sat
137,A9,GA-63-RC-3461,2020-08-01 12:05:00.125549,2020-08-01 14:02:37.125549,Sat
138,A20,PY-82-DS-4849,2020-08-01 12:05:00.163314,2020-08-01 12:46:43.163314,Sat
139,A24,AS-93-IL-4868,2020-08-01 12:05:00.102658,2020-08-01 13:56:56.102658,Sat
140,A32,AP-41-LN-3830,2020-08-01 12:05:00.127830,2020-08-01 12:17:42.127830,Sat
141,A46,KA-08-WL-5017,2020-08-01 08:22:21.130096,2020-08-01 08:23:09.130096,Sat
142,A53,DL-20-YU-8340,2020-08-01 12:05:00.052418,2020-08-01 12:18:22.052418,Sat
143,A55,AN-24-II-2030,2020-08-01 12:05:00.085754,2020-08-01 13:19:01.085754,Sat
144,A70,AP-04-ZY-9423,2020-08-01 12:05:00.078872,2020-08-01 12:57:40.078872,Sat
145,A86,UP-25-YR-5550,2020-08-01 12:05:00.047801,2020-08-01 12:36:03.047801,Sat
146,A96,AR-11-WP-7186,2020-08-01 12:05:00.059458,2020-08-01 12:43:05.059458,Sat
147,A106,LA-42-HY-5908,2020-08-01 12:05:00.177640,2020-08-01 13:09:16.177640,Sat
148,A107,KL-01-LY-4224,2020-08-01 08:44:10.256121,2020-08-01 09:14:19.256121,Sat
149,A110,JH-03-JB-1995,2020-08-01 12:05:00.069456,2020-08-01 13:55:15.069456,Sat
150,A142,GA-74-KY-6984,2020-08-01 12:05:00.109547,2020-08-01 12:31:11.109547,Sat
151,A156,LD-38-MR-4764,2020-08-01 12:05:00.114108,2020-08-01 12:46:20.114108,Sat
152,A157,AR-33-GV-8163,2020-08-01 12:05:00.220351,2020-08-01 12:08:22.220351,Sat
153,A184,UK-09-WV-9486,2020-08-01 12:05:00.216778,2020-08-01 12:55:58.216778,Sat
154,A192,MH-42-IS-7470,2020-08-01 12:05:00.179967,2020-08-01 13:41:17.179967,Sat
155,A194,HP-11-JD-2046,2020-08-01 12:05:00.074010,2020-08-01 14:00:28.074010,Sat
156,A197,WB-77-XM-4896,2020-08-01 12:05:00.213068,2020-08-01 12:38:17.213068,Sat
157,B13,TR-36-WN-0665,2020-08-01 12:05:00.076279,2020-08-01 13:17:45.076279,Sat
158,B20,MZ-12-FJ-2084,2020-08-01 12:05:00.154050,2020-08-01 13:31:11.154050,Sat
159,B26,BR-00-VU-2602,2020-08-01 12:05:00.196990,2020-08-01 12:13:24.196990,Sat
160,B27,TN-82-SI-4642,2020-08-01 08:55:32.312597,2020-08-01 10:05:41.312597,Sat
161,B34,MP-82-YT-6667,2020-08-01 09:51:36.346163,2020-08-01 11:04:57.346163,Sat
162,B38,KA-99-GN-0521,2020-08-01 12:05:00.156396,2020-08-01 13:08:39.156396,Sat
163,B45,WB-29-JO-3605,2020-08-01 12:05:00.111826,2020-08-01 12:54:27.111826,Sat
164,B65,ML-12-HG-7407,2020-08-01 12:05:00.139914,2020-08-01 13:33:24.139914,Sat
165,B71,RJ-44-VF-7186,2020-08-01 12:05:00.071731,2020-08-01 12:07:13.071731,Sat
166,B81,AP-54-AD-5930,2020-08-01 12:05:00.151764,2020-08-01 13:06:57.151764,Sat
167,B83,MH-22-IQ-1012,2020-08-01 09:15:06.216805,2020-08-01 09:57:16.216805,Sat
168,B84,AN-37-LZ-1239,2020-08-01 09:01:06.333590,2020-08-01 09:43:47.333590,Sat
169,B85,ML-41-SZ-1719,2020-08-01 12:05:00.100371,2020-08-01 12:59:06.100371,Sat
170,B87,SK-31-CR-6004,2020-08-01 12:05:00.104937,2020-08-01 13:05:15.104937,Sat
171,B114,JK-08-GM-1475,2020-08-01 12:05:00.045361,2020-08-01 13:02:32.045361,Sat
172,B120,MH-93-FX-8733,2020-08-01 12:05:00.149371,2020-08-01 13:45:10.149371,Sat
173,B145,PY-64-ZK-7055,2020-08-01 12:05:00.088257,2020-08-01 13:19:20.088257,Sat
174,B148,LD-40-CV-6849,2020-08-01 12:05:00.199284,2020-08-01 12:42:25.199284,Sat
175,B152,AR-02-VA-8257,2020-08-01 09:00:59.324686,2020-08-01 09:15:44.324686,Sat
176,B168,WB-75-EO-4732,2020-08-01 12:05:00.175365,2020-08-01 12:54:17.175365,Sat
177,C3,JK-34-MB-0408,2020-08-01 12:05:00.123278,2020-08-01 12:29:56.123278,Sat
178,C21,HR-10-RT-2533,2020-08-01 09:19:16.230480,2020-08-01 10:39:20.230480,Sat
179,C45,JK-17-ZC-0782,2020-08-01 12:05:00.158679,2020-08-01 12:06:28.158679,Sat
180,C55,AR-76-GG-3271,2020-08-01 12:05:00.067114,2020-08-01 13:43:47.067114,Sat
181,C61,MH-07-NN-7293,2020-08-01 12:05:00.118716,2020-08-01 12:34:17.118716,Sat
182,C75,TR-29-WG-4873,2020-08-01 12:05:00.093176,2020-08-01 13:06:18.093176,Sat
183,C84,JK-36-DZ-0803,2020-08-01 12:05:00.042565,2020-08-01 13:10:34.042565,Sat
184,C93,TS-43-UI-7658,2020-08-01 12:05:00.206797,2020-08-01 12:49:10.206797,Sat
185,C95,HR-35-DA-0556,2020-08-01 12:05:00.081191,2020-08-01 13:05:30.081191,Sat
186,C97,MH-72-GF-0655,2020-08-01 12:05:00.107265,2020-08-01 12:39:16.107265,Sat
187,C99,TR-36-EC-2218,2020-08-01 12:05:00.061920,2020-08-01 13:31:52.061920,Sat
188,C101,MN-55-ZZ-5506,2020-08-01 12:05:00.036241,2020-08-01 12:27:00.036241,Sat
189,C103,UP-15-ME-6276,2020-08-01 12:05:00.132916,2020-08-01 12:26:26.132916,Sat
190,C105,JH-64-DN-6237,2020-08-01 12:05:00.204298,2020-08-01 12:44:10.204298,Sat
191,C106,TS-32-CC-6619,2020-08-01 12:05:00.209126,2020-08-01 12:38:23.209126,Sat
192,C126,AR-56-BK-9377,2020-08-01 12:05:00.137000,2020-08-01 12:43:44.137000,Sat
193,C130,ML-91-JO-6037,2020-08-01 12:05:00.223170,2020-08-01 13:47:25.223170,Sat
194,C136,KA-33-MN-0153,2020-08-01 12:05:00.188956,2020-08-01 12:27:57.188956,Sat
195,C152,KA-22-AY-4306,2020-08-01 12:05:00.160963,2020-08-01 13:18:36.160963,Sat
196,C171,TR-88-NT-3013,2020-08-01 12:05:00.170814,2020-08-01 12:13:24.170814,Sat
197,C183,UP-02-BH-9828,2020-08-01 12:05:00.120996,2020-08-01 12:10:46.120996,Sat
198,C190,RJ-30-EV-2082,2020-08-01 12:05:00.054693,2020-08-01 13:00:45.054693,Sat
199,C193,KL-65-MQ-2038,2020-08-01 12:05:00.064724,2020-08-01 12:31:30.064724,Sat
200,D6,AP-76-VB-4253,2020-08-01 12:05:00.142218,2020-08-01 13:33:31.142218,Sat
201,D8,DL-41-TP-4098,2020-08-01 12:05:00.146812,2020-08-01 12:11:15.146812,Sat
202,D27,PY-08-SB-7377,2020-08-01 12:05:00.083473,2020-08-01 13:34:55.083473,Sat
203,D46,MP-96-CB-1279,2020-08-01 12:05:00.057009,2020-08-01 13:30:52.057009,Sat
204,D61,TN-82-AB-3847,2020-08-01 12:05:00.050132,2020-08-01 13:28:27.050132,Sat
205,D63,DD-81-GK-1876,2020-08-01 12:05:00.144537,2020-08-01 12:36:39.144537,Sat
206,D70,BR-77-OE-5435,2020-08-01 09:28:50.238309,2020-08-01 11:10:30.238309,Sat
207,D102,HR-28-EZ-2977,2020-08-01 12:05:00.173091,2020-08-01 12:50:15.173091,Sat
208,D105,TN-42-NV-2788,2020-08-01 12:05:00.098081,2020-08-01 13:30:22.098081,Sat
209,D119,LD-98-NN-9360,2020-08-01 12:05:00.116388,2020-08-01 13:55:08.116388,Sat
210,D152,OD-84-EA-9548,2020-08-01 12:05:00.183332,2020-08-01 13:10:46.183332,Sat
211,A15,AS-03-PW-0041,2020-08-01 09:18:33.076599,2020-08-01 10:37:24.076599,Sat
212,A25,TN-18-DI-1519,2020-08-01 12:11:26.355887,2020-08-01 12:54:31.355887,Sat
213,A29,UP-50-PN-5711,2020-08-01 12:05:06.933392,2020-08-01 13:22:47.933392,Sat
214,A33,DD-12-WF-7158,2020-08-01 12:05:06.902234,2020-08-01 12:32:13.902234,Sat
215,A44,ML-85-LT-2885,2020-08-01 12:05:06.908743,2020-08-01 13:11:32.908743,Sat
216,A54,GJ-75-BV-0567,2020-08-01 09:42:57.161012,2020-08-01 11:37:42.161012,Sat
217,A66,MH-77-IH-8477,2020-08-01 12:05:06.795724,2020-08-01 14:01:11.795724,Sat
218,A82,SK-85-UC-5993,2020-08-01 12:05:07.036748,2020-08-01 13:44:37.036748,Sat
219,A98,ML-18-CZ-7039,2020-08-01 12:05:06.829568,2020-08-01 13:59:07.829568,Sat
220,A100,AS-42-XQ-8992,2020-08-01 12:05:06.865078,2020-08-01 12:40:22.865078,Sat
221,A102,WB-61-JZ-5317,2020-08-01 12:05:06.810713,2020-08-01 13:30:35.810713,Sat
222,A112,JH-19-PG-5863,2020-08-01 12:05:06.946861,2020-08-01 12:28:18.946861,Sat
223,A120,LD-62-QL-2620,2020-08-01 08:59:58.342985,2020-08-01 10:57:00.342985,Sat
224,A133,ML-96-FA-2671,2020-08-01 12:05:07.063205,2020-08-01 13:09:57.063205,Sat
225,A135,MP-65-WR-0919,2020-08-01 12:05:06.936365,2020-08-01 13:58:09.936365,Sat
226,A138,MH-54-FT-9680,2020-08-01 12:05:06.882812,2020-08-01 13:59:10.882812,Sat
227,A148,MH-50-WI-1663,2020-08-01 10:28:14.370189,2020-08-01 10:51:52.370189,Sat
228,A150,TN-11-NP-7328,2020-08-01 12:05:06.813594,2020-08-01 13:41:26.813594,Sat
229,A151,TR-53-RW-5544,2020-08-01 08:50:18.246950,2020-08-01 09:53:18.246950,Sat
230,A154,HR-35-GQ-6307,2020-08-01 12:05:07.044756,2020-08-01 13:09:05.044756,Sat
231,A155,KA-59-YH-9778,2020-08-01 12:05:06.926371,2020-08-01 13:36:43.926371,Sat
232,A159,UK-04-EJ-5893,2020-08-01 12:05:06.792829,2020-08-01 13:44:28.792829,Sat
233,A162,SK-96-CK-0003,2020-08-01 12:05:07.001333,2020-08-01 12:51:36.001333,Sat
234,A170,AS-60-GB-5963,2020-08-01 12:05:06.873955,2020-08-01 12:40:38.873955,Sat
235,A171,MZ-35-FX-8834,2020-08-01 12:05:06.798686,2020-08-01 12:51:26.798686,Sat
236,A200,SK-59-BR-2073,2020-08-01 12:05:07.049789,2020-08-01 13:07:44.049789,Sat
237,B3,TR-76-FB-8037,2020-08-01 12:05:06.944498,2020-08-01 12:24:22.944498,Sat
238,B6,BR-56-MA-9684,2020-08-01 12:05:06.879894,2020-08-01 12:56:53.879894,Sat
239,B11,AN-87-WO-3818,2020-08-01 12:05:06.984229,2020-08-01 13:59:57.984229,Sat
240,B12,DD-83-VR-7934,2020-08-01 12:05:07.060339,2020-08-01 13:49:58.060339,Sat
241,B20,LA-65-NS-3921,2020-08-01 13:41:11.154050,2020-08-01 13:50:30.154050,Sat
242,B24,HP-75-LK-6807,2020-08-01 12:05:06.877016,2020-08-01 12:44:35.877016,Sat
243,B34,GJ-89-HV-5581,2020-08-01 11:14:57.346163,2020-08-01 11:27:14.346163,Sat
244,B36,JH-98-KQ-7407,2020-08-01 12:05:06.991490,2020-08-01 12:41:49.991490,Sat
245,B59,GA-90-RV-3596,2020-08-01 12:05:06.868047,2020-08-01 12:58:47.868047,Sat
246,B67,LA-16-LU-0976,2020-08-01 12:05:06.751168,2020-08-01 13:27:12.751168,Sat
247,B69,AS-26-KG-0404,2020-08-01 08:24:04.322193,2020-08-01 09:43:40.322193,Sat
248,B83,SK-45-XP-4338,2020-08-01 10:07:16.216805,2020-08-01 10:20:57.216805,Sat
249,B88,ML-29-KX-8748,2020-08-01 09:59:01.085848,2020-08-01 10:21:23.085848,Sat
250,B90,JH-86-WD-7221,2020-08-01 12:05:06.918805,2020-08-01 12:51:47.918805,Sat
251,B102,LA-59-QX-7885,2020-08-01 12:05:06.905131,2020-08-01 12:14:09.905131,Sat
252,B106,GA-96-OC-7732,2020-08-01 12:05:06.846606,2020-08-01 13:16:59.846606,Sat
253,B108,ML-47-GK-2800,2020-08-01 12:05:06.885718,2020-08-01 12:40:56.885718,Sat
254,B121,TS-67-UK-2054,2020-08-01 09:56:07.244091,2020-08-01 11:18:08.244091,Sat
255,B132,PB-41-NT-8845,2020-08-01 12:05:06.999025,2020-08-01 12:18:26.999025,Sat
256,B145,MP-53-EV-5455,2020-08-01 13:29:20.088257,2020-08-01 14:22:29.088257,Sat
257,B157,ML-84-AC-1520,2020-08-01 12:05:06.783463,2020-08-01 12:33:06.783463,Sat
258,B166,UP-81-XI-6579,2020-08-01 12:05:06.826671,2020-08-01 13:57:46.826671,Sat
259,B192,HP-76-RR-7214,2020-08-01 09:48:38.372513,2020-08-01 09:57:55.372513,Sat
260,B197,MH-10-CA-0682,2020-08-01 12:05:06.938828,2020-08-01 12:07:34.938828,Sat
261,B198,OD-49-RY-4009,2020-08-01 12:05:07.057426,2020-08-01 12:48:43.057426,Sat
262,B199,HR-23-JT-3607,2020-08-01 10:11:32.291197,2020-08-01 11:27:43.291197,Sat
263,C8,AN-74-DP-3880,2020-08-01 12:05:07.022533,2020-08-01 13:55:45.022533,Sat
264,C14,TR-61-ON-2363,2020-08-01 12:05:06.807817,2020-08-01 13:42:35.807817,Sat
265,C24,TS-61-CM-8153,2020-08-01 12:05:06.801623,2020-08-01 13:23:23.801623,Sat
266,C30,AS-80-JA-6666,2020-08-01 12:05:07.020248,2020-08-01 13:31:21.020248,Sat
