,Parking Position,Car Number Plate,Entry Time,Exit Time,Day
125,A150,MH-23-MA-9566,2020-07-25 07:50:35.209728,2020-07-25 08:13:38.209728,Sat
126,A153,DL-99-NQ-1535,2020-07-25 05:56:58.039198,2020-07-25 06:54:36.039198,Sat
127,A166,DD-67-BH-1514,2020-07-25 07:31:45.418958,2020-07-25 09:21:29.418958,Sat
128,A169,ML-34-DT-4962,2020-07-25 05:56:57.877489,2020-07-25 06:34:27.877489,Sat
129,A173,BR-72-TD-1451,2020-07-25 05:56:58.067740,2020-07-25 06:17:16.067740,Sat
130,A188,DL-07-HB-1816,2020-07-25 06:43:39.312869,2020-07-25 07:13:57.312869,Sat
131,A189,MP-05-EP-3959,2020-07-25 07:15:52.424544,2020-07-25 08:40:50.424544,Sat
132,A192,UK-34-XG-4757,2020-07-25 05:56:57.979482,2020-07-25 06:57:26.979482,Sat
133,A195,AP-71-JU-2338,2020-07-25 05:56:58.063163,2020-07-25 07:53:31.063163,Sat
134,A196,MZ-50-OH-1054,2020-07-25 05:56:58.076760,2020-07-25 07:02:04.076760,Sat
135,B10,UP-63-QV-5258,2020-07-25 05:56:57.882648,2020-07-25 07:47:36.882648,Sat
136,B13,CG-18-JQ-2159,2020-07-25 05:56:57.956569,2020-07-25 06:16:30.956569,Sat
137,B21,UP-51-PC-9220,2020-07-25 05:56:58.055905,2020-07-25 07:53:44.055905,Sat
138,B23,PY-17-GB-7166,2020-07-25 05:56:58.069997,2020-07-25 07:13:23.069997,Sat
139,B29,GJ-19-MU-8708,2020-07-25 05:56:57.927968,2020-07-25 07:49:48.927968,Sat
140,B33,MP-76-TU-3972,2020-07-25 05:56:57.911579,2020-07-25 07:37:11.911579,Sat
141,B35,AN-57-BT-6568,2020-07-25 05:56:58.060907,2020-07-25 07:22:12.060907,Sat
142,B42,HR-01-EX-4207,2020-07-25 05:56:57.902124,2020-07-25 06:48:52.902124,Sat
143,B59,AP-54-BD-2336,2020-07-25 05:56:58.015692,2020-07-25 07:33:15.015692,Sat
144,B69,AS-14-CX-9367,2020-07-25 05:56:57.921205,2020-07-25 07:41:27.921205,Sat
145,B74,LD-95-EX-3388,2020-07-25 05:56:57.954305,2020-07-25 06:29:05.954305,Sat
146,B84,AR-32-LM-6745,2020-07-25 05:56:57.913850,2020-07-25 07:31:34.913850,Sat
147,B96,OD-29-EE-0370,2020-07-25 05:56:57.944678,2020-07-25 07:53:16.944678,Sat
148,B117,OD-46-XI-9351,2020-07-25 05:56:57.999901,2020-07-25 06:11:09.999901,Sat
149,B121,TR-26-LG-7619,2020-07-25 05:56:58.036944,2020-07-25 06:13:20.036944,Sat
150,B124,PB-08-NG-6987,2020-07-25 06:36:18.394536,2020-07-25 08:07:12.394536,Sat
151,B129,PB-46-FG-3337,2020-07-25 05:56:58.030180,2020-07-25 07:16:27.030180,Sat
152,B139,AP-03-KK-7285,2020-07-25 05:56:58.072255,2020-07-25 07:50:13.072255,Sat
153,B146,HP-56-XY-2696,2020-07-25 05:56:57.988609,2020-07-25 06:50:38.988609,Sat
154,B148,AP-79-FG-1685,2020-07-25 05:56:58.006676,2020-07-25 07:36:32.006676,Sat
155,B159,AN-21-ZX-6878,2020-07-25 05:56:57.961087,2020-07-25 06:43:10.961087,Sat
156,B184,ML-54-YZ-7928,2020-07-25 05:56:58.065412,2020-07-25 07:38:39.065412,Sat
157,B185,ML-18-DI-6247,2020-07-25 05:56:57.984093,2020-07-25 07:47:50.984093,Sat
158,B189,HR-32-PQ-6028,2020-07-25 05:56:57.897227,2020-07-25 06:22:44.897227,Sat
159,B191,AN-09-BT-3032,2020-07-25 05:56:57.968149,2020-07-25 07:20:10.968149,Sat
160,C7,KL-90-NQ-3303,2020-07-25 05:56:57.890132,2020-07-25 06:52:34.890132,Sat
161,C10,MZ-87-HR-0504,2020-07-25 05:56:58.041455,2020-07-25 07:22:22.041455,Sat
162,C15,LA-67-QP-0169,2020-07-25 05:56:57.997646,2020-07-25 06:40:20.997646,Sat
163,C33,TN-42-JQ-4706,2020-07-25 05:56:57.981819,2020-07-25 07:05:53.981819,Sat
164,C35,DL-54-MT-2226,2020-07-25 05:56:57.946944,2020-07-25 07:18:36.946944,Sat
165,C36,UP-03-VZ-0341,2020-07-25 05:56:57.872553,2020-07-25 06:04:22.872553,Sat
166,C60,LD-64-QQ-2464,2020-07-25 05:56:57.958824,2020-07-25 06:41:45.958824,Sat
167,C64,DL-21-ST-7655,2020-07-25 07:46:48.297594,2020-07-25 09:29:35.297594,Sat
168,C67,KL-12-IP-8361,2020-07-25 05:56:58.017947,2020-07-25 06:03:32.017947,Sat
169,C87,BR-89-UR-0453,2020-07-25 05:56:58.034694,2020-07-25 06:38:33.034694,Sat
170,C89,PB-41-GK-4056,2020-07-25 05:56:57.875147,2020-07-25 07:00:17.875147,Sat
171,C94,ML-10-NC-4114,2020-07-25 05:56:57.918942,2020-07-25 07:04:06.918942,Sat
172,C115,GJ-83-JV-2664,2020-07-25 06:45:52.489544,2020-07-25 08:07:29.489544,Sat
173,C125,MN-10-JM-8341,2020-07-25 05:56:58.008926,2020-07-25 06:35:46.008926,Sat
174,C133,TS-18-KJ-9099,2020-07-25 05:56:58.032440,2020-07-25 07:09:01.032440,Sat
175,C136,TS-31-KT-3883,2020-07-25 05:56:57.906687,2020-07-25 06:44:15.906687,Sat
176,C137,GJ-63-AY-3106,2020-07-25 05:56:58.023256,2020-07-25 06:25:12.023256,Sat
177,C156,AR-90-LU-2628,2020-07-25 05:56:57.972712,2020-07-25 06:15:44.972712,Sat
178,C166,AR-22-WG-0848,2020-07-25 05:56:57.899495,2020-07-25 06:12:58.899495,Sat
179,C177,WB-87-GN-5568,2020-07-25 05:56:57.977223,2020-07-25 06:31:33.977223,Sat
180,C192,UP-99-YW-8891,2020-07-25 05:56:58.004424,2020-07-25 07:22:08.004424,Sat
181,D1,HP-51-KK-1218,2020-07-25 05:56:57.894954,2020-07-25 07:49:12.894954,Sat
182,D10,DD-96-ZH-5328,2020-07-25 05:56:58.013442,2020-07-25 06:54:07.013442,Sat
183,D38,KA-87-BN-6007,2020-07-25 05:56:58.002168,2020-07-25 07:43:04.002168,Sat
184,D40,GA-50-XX-6685,2020-07-25 05:56:57.923460,2020-07-25 07:38:36.923460,Sat
185,D42,UP-58-IL-8063,2020-07-25 05:56:57.963344,2020-07-25 07:37:10.963344,Sat
186,D51,TS-66-OZ-0823,2020-07-25 05:56:58.058650,2020-07-25 06:36:00.058650,Sat
187,D56,MZ-02-YD-1412,2020-07-25 05:56:57.925716,2020-07-25 07:43:52.925716,Sat
188,D59,MH-35-XE-8650,2020-07-25 05:56:58.043711,2020-07-25 06:03:10.043711,Sat
189,D62,HR-55-VG-2067,2020-07-25 05:56:57.937323,2020-07-25 06:20:36.937323,Sat
190,D74,GJ-20-KK-9048,2020-07-25 05:56:58.046541,2020-07-25 07:33:22.046541,Sat
191,D87,JH-93-FP-5491,2020-07-25 05:56:58.027918,2020-07-25 07:42:01.027918,Sat
192,D90,RJ-93-KT-1867,2020-07-25 05:56:57.990872,2020-07-25 07:09:28.990872,Sat
193,D91,KA-53-OB-4332,2020-07-25 05:56:58.011189,2020-07-25 07:15:53.011189,Sat
194,D96,DD-02-OK-5384,2020-07-25 05:56:57.916112,2020-07-25 07:21:58.916112,Sat
195,D111,RJ-05-LS-2228,2020-07-25 05:56:57.942415,2020-07-25 06:43:51.942415,Sat
196,D121,SK-24-ZS-6476,2020-07-25 05:56:58.074505,2020-07-25 06:49:34.074505,Sat
197,D139,KL-78-OO-6004,2020-07-25 05:56:57.934916,2020-07-25 07:51:38.934916,Sat
198,D173,SK-28-ZC-0071,2020-07-25 05:56:58.053643,2020-07-25 07:22:28.053643,Sat
199,D183,CG-89-TV-2409,2020-07-25 05:56:57.974966,2020-07-25 06:40:27.974966,Sat
200,D191,MZ-40-DX-4459,2020-07-25 05:56:57.986350,2020-07-25 06:13:10.986350,Sat
201,D199,TS-42-FI-3648,2020-07-25 06:23:54.295370,2020-07-25 07:47:23.295370,Sat
202,A1,LA-75-PC-9118,2020-07-25 07:57:32.492803,2020-07-25 08:35:07.492803,Sat
203,A9,AR-80-GU-8023,2020-07-25 07:57:32.358698,2020-07-25 08:13:02.358698,Sat
204,A11,JH-12-OG-9512,2020-07-25 07:57:32.258384,2020-07-25 08:20:29.258384,Sat
205,A13,RJ-15-QM-8901,2020-07-25 07:59:09.234920,2020-07-25 08:41:23.234920,Sat
206,A18,UK-21-LK-0285,2020-07-25 07:57:32.348564,2020-07-25 09:50:45.348564,Sat
207,A19,DL-05-OQ-4830,2020-07-25 07:57:32.154106,2020-07-25 08:51:40.154106,Sat
208,A23,AN-67-FY-0555,2020-07-25 07:57:32.019932,2020-07-25 08:46:55.019932,Sat
209,A29,HR-80-YF-4762,2020-07-25 07:22:37.478157,2020-07-25 07:25:20.478157,Sat
210,A34,AP-77-LK-7618,2020-07-25 07:57:32.517792,2020-07-25 08:31:47.517792,Sat
211,A45,LD-44-AI-5170,2020-07-25 07:57:32.481590,2020-07-25 09:38:59.481590,Sat
212,A46,OD-79-KX-4499,2020-07-25 07:57:31.988948,2020-07-25 08:17:41.988948,Sat
213,A47,UK-41-IJ-5677,2020-07-25 07:57:32.139666,2020-07-25 09:18:26.139666,Sat
214,A48,CG-14-OG-8097,2020-07-25 07:57:32.081352,2020-07-25 09:03:01.081352,Sat
215,A57,PY-07-GW-9126,2020-07-25 07:57:32.098279,2020-07-25 09:52:07.098279,Sat
216,A62,CH-91-NB-7761,2020-07-25 07:57:32.406043,2020-07-25 08:34:58.406043,Sat
217,A65,OD-33-IF-8000,2020-07-25 07:57:32.004972,2020-07-25 09:34:55.004972,Sat
218,A67,AP-29-DX-7240,2020-07-25 07:57:32.217268,2020-07-25 09:25:54.217268,Sat
219,A70,TN-91-ZE-8006,2020-07-25 07:57:32.130035,2020-07-25 09:02:32.130035,Sat
220,A71,MN-74-GC-4875,2020-07-25 07:57:32.116138,2020-07-25 08:42:44.116138,Sat
221,A72,SK-18-HX-5351,2020-07-25 07:57:32.322175,2020-07-25 08:10:49.322175,Sat
222,A75,KL-19-XQ-7983,2020-07-25 07:57:32.456484,2020-07-25 08:01:44.456484,Sat
223,A79,MH-10-WC-0386,2020-07-25 07:57:32.167173,2020-07-25 08:52:40.167173,Sat
224,A80,WB-52-GF-8834,2020-07-25 07:57:32.193738,2020-07-25 08:27:16.193738,Sat
225,A81,HP-26-CY-3417,2020-07-25 07:57:32.118416,2020-07-25 07:59:03.118416,Sat
226,A82,SK-64-NA-3321,2020-07-25 07:57:32.463636,2020-07-25 09:24:22.463636,Sat
227,A86,GA-40-KR-7552,2020-07-25 07:57:32.339720,2020-07-25 09:07:16.339720,Sat
228,A89,WB-46-VN-3714,2020-07-25 07:57:32.181733,2020-07-25 08:45:53.181733,Sat
229,A108,BR-35-HO-9044,2020-07-25 07:57:31.974794,2020-07-25 07:57:58.974794,Sat
230,A111,CH-53-JJ-6769,2020-07-25 07:57:32.034520,2020-07-25 08:13:46.034520,Sat
231,A113,TN-53-MH-6048,2020-07-25 07:57:32.022197,2020-07-25 08:46:59.022197,Sat
232,A114,AS-46-XS-9672,2020-07-25 06:32:46.387658,2020-07-25 06:59:23.387658,Sat
233,A115,MP-11-IY-9006,2020-07-25 07:57:32.065225,2020-07-25 09:06:59.065225,Sat
234,A118,TR-78-RW-2963,2020-07-25 07:19:32.375223,2020-07-25 07:56:54.375223,Sat
235,A119,WB-19-LV-7799,2020-07-25 07:57:32.031924,2020-07-25 08:21:30.031924,Sat
236,A120,UP-68-GQ-9970,2020-07-25 07:57:32.412360,2020-07-25 08:37:29.412360,Sat
237,A129,AR-59-HC-0985,2020-07-25 07:32:00.904418,2020-07-25 09:11:22.904418,Sat
238,A133,TS-92-GD-1791,2020-07-25 07:57:32.434567,2020-07-25 08:37:16.434567,Sat
239,A137,MZ-76-FI-4227,2020-07-25 07:57:32.072289,2020-07-25 09:17:44.072289,Sat
240,A139,DD-24-YP-1355,2020-07-25 07:57:32.333556,2020-07-25 09:51:36.333556,Sat
241,A140,KL-77-SX-2636,2020-07-25 07:57:32.190497,2020-07-25 09:47:19.190497,Sat
242,A143,AR-59-MY-0068,2020-07-25 07:57:32.479145,2020-07-25 09:34:24.479145,Sat
243,A146,LA-89-FB-1641,2020-07-25 07:57:32.202094,2020-07-25 09:09:49.202094,Sat
244,A150,TN-46-SP-6181,2020-07-25 08:23:38.209728,2020-07-25 09:41:41.209728,Sat
245,A151,UK-65-GX-1572,2020-07-25 07:57:32.388117,2020-07-25 08:36:01.388117,Sat
246,A154,MZ-08-IF-6147,2020-07-25 07:48:59.469002,2020-07-25 08:47:12.469002,Sat
247,A159,PY-39-GZ-6126,2020-07-25 07:57:32.144365,2020-07-25 09:53:27.144365,Sat
248,A161,DL-14-IT-4653,2020-07-25 07:57:32.308575,2020-07-25 09:07:42.308575,Sat
249,A162,UP-52-RH-0454,2020-07-25 07:57:32.399077,2020-07-25 08:18:57.399077,Sat
250,A167,UP-93-NR-5394,2020-07-25 07:57:31.991203,2020-07-25 09:03:41.991203,Sat
251,A169,TS-34-EX-3875,2020-07-25 06:44:27.877489,2020-07-25 06:48:09.877489,Sat
252,A184,RJ-21-OC-2054,2020-07-25 07:57:32.330887,2020-07-25 08:04:17.330887,Sat
253,A190,DL-24-WU-9872,2020-07-25 07:57:32.002650,2020-07-25 08:50:46.002650,Sat
254,A191,JK-41-BU-8037,2020-07-25 07:57:32.177136,2020-07-25 09:24:10.177136,Sat
255,A192,TR-71-MG-3602,2020-07-25 07:07:26.979482,2020-07-25 08:19:02.979482,Sat
256,A197,BR-27-SD-1535,2020-07-25 07:57:32.255205,2020-07-25 09:35:37.255205,Sat
257,B14,AN-25-XD-2597,2020-07-25 07:57:31.993459,2020-07-25 09:24:14.993459,Sat
258,B15,TN-07-VA-3849,2020-07-25 07:57:31.977378,2020-07-25 08:25:10.977378,Sat
259,B16,UK-13-CX-6243,2020-07-25 07:57:32.036821,2020-07-25 08:58:50.036821,Sat
260,B29,AP-12-YN-9754,2020-07-25 07:59:48.927968,2020-07-25 09:10:56.927968,Sat
261,B37,MZ-21-LO-1146,2020-07-25 07:57:32.039090,2020-07-25 09:38:07.039090,Sat
262,B38,CG-23-WT-8155,2020-07-25 07:57:32.050854,2020-07-25 09:29:03.050854,Sat
263,B43,KL-25-ZH-1567,2020-07-25 07:57:32.231765,2020-07-25 09:26:53.231765,Sat
264,B49,MP-06-XT-5143,2020-07-25 07:57:32.125231,2020-07-25 08:17:05.125231,Sat
265,B52,HP-30-HU-9002,2020-07-25 07:57:32.511566,2020-07-25 08:16:04.511566,Sat
266,B54,AS-11-LR-4053,2020-07-25 07:57:32.261063,2020-07-25 09:19:37.261063,Sat
